date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-03,Central Park,15:57,3,Roseville Chic,"UK LAY Central Park Trap 3,4",10,110,491m,A3,3,5,6/1,7.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Central Park,15:57,4,Westwood Gem,"UK LAY Central Park Trap 3,4",10,110,491m,A3,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Central Park,16:34,3,Waikiki Stone,"UK LAY Central Park Trap 3,4",10,110,491m,A3,3,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Kinsley,11:30,5,Knotmor Ace,"UK LAY Kinsley Trap 5,6",4,100,268m,D2,1,2,7/2,4.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Kinsley,12:03,5,Ferndale Gin,"UK LAY Kinsley Trap 5,6",4,100,268m,D5,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Kinsley,12:20,5,Grange Bell,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,3,5,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Kinsley,12:20,6,Swift Kat,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Kinsley,12:37,5,Grumpy Florence,"UK LAY Kinsley Trap 5,6",4,100,268m,HP,3,4,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Kinsley,12:37,6,Drombeg Dolly,"UK LAY Kinsley Trap 5,6",4,100,268m,HP,1,1,11/5,3.2,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Kinsley,12:53,6,Da Man Joey,"UK LAY Kinsley Trap 5,6",4,100,462m,A3,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Kinsley,13:11,5,Queen Ariana,"UK LAY Kinsley Trap 5,6",4,100,268m,D3,3,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Kinsley,13:26,5,Deecee Alpha,"UK LAY Kinsley Trap 5,6",4,100,462m,A7,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Kinsley,13:26,6,Crystal Dakota,"UK LAY Kinsley Trap 5,6",4,100,462m,A7,2,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Kinsley,14:14,5,Grumpy Edith,"UK LAY Kinsley Trap 5,6",4,100,462m,A8,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Monmore,18:31,2,Joes Luck,"UK LAY Monmore Trap 2,5,6",4,100,480m,A3,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Monmore,18:31,5,Meenagh Minsk,"UK LAY Monmore Trap 2,5,6",4,100,480m,A3,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Monmore,18:48,5,Droopys Melon,"UK LAY Monmore Trap 2,5,6",4,100,480m,A4,3,3,5/1,6.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Monmore,18:48,6,Ballybough Mikey,"UK LAY Monmore Trap 2,5,6",4,100,480m,A4,2,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Monmore,19:22,2,Longacres Cash,"UK LAY Monmore Trap 2,5,6",4,100,480m,A7,OUTSIDE_TOP3,3,13/2,7.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 13/2; decimal 7.50)"
2026-09-03,Monmore,19:22,5,Sugar Girl Dotty,"UK LAY Monmore Trap 2,5,6",4,100,480m,A7,1,1,7/4,2.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Monmore,19:56,5,Swift Eaglestone,"UK LAY Monmore Trap 2,5,6",4,100,480m,A8,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Monmore,19:56,6,Boxing Friends,"UK LAY Monmore Trap 2,5,6",4,100,480m,A8,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Nottingham,11:25,6,Westfield Betty,UK LAY Nottingham Trap 6,1.01,100,305m,D5,1,1,11/10,2.1,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Nottingham,12:14,6,Basic Instinct,UK LAY Nottingham Trap 6,1.01,100,480m,HP,2,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,14:36,5,Lamorna Marley,"UK LAY Towcester Trap 1,5,6",4,100,270m,D4,2,4,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,15:32,1,Salacres Lucia,"UK LAY Towcester Trap 1,5,6",4,100,270m,D1,2,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,15:32,5,Gothic Opera,"UK LAY Towcester Trap 1,5,6",4,100,270m,D1,3,5,11/2,6.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Towcester,16:09,5,Greencroft Ice,"UK LAY Towcester Trap 1,5,6",4,100,270m,D5,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,16:47,1,Ernie Webb Mate,"UK LAY Towcester Trap 1,5,6",4,100,500m,A4,2,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,16:47,5,Ashway Marshy,"UK LAY Towcester Trap 1,5,6",4,100,500m,A4,1,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Towcester,16:47,6,Drohobych Falcon,"UK LAY Towcester Trap 1,5,6",4,100,500m,A4,OUTSIDE_TOP3,3,4/1,5.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 4/1; decimal 5.00)"
2026-09-03,Towcester,17:24,1,Dromtrasna Swift,"UK LAY Towcester Trap 1,5,6",4,100,270m,D3,1,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Towcester,17:43,1,Salacres Merkel,"UK LAY Towcester Trap 1,5,6",4,100,500m,A5,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Towcester,17:43,6,Hitthelids Paulo,"UK LAY Towcester Trap 1,5,6",4,100,500m,A5,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Towcester,18:02,1,Ballymac Nats,"UK LAY Towcester Trap 1,5,6",4,100,270m,D4,OUTSIDE_TOP3,1,2/1,3.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 1, 2/1; decimal 3.00)"
2026-09-03,Valley,17:34,4,Shelone Nifty,"UK LAY Valley Trap 1,3,4",4,100,260m,D3,1,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Valley,17:53,1,Shunters Peace,"UK LAY Valley Trap 1,3,4",4,100,260m,D4,2,1,8/11,1.7273,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Valley,17:53,3,Roanna Smiley,"UK LAY Valley Trap 1,3,4",4,100,260m,D4,1,3,6/1,7.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Valley,18:11,4,Crokers Lady,"UK LAY Valley Trap 1,3,4",4,100,460m,OR,OUTSIDE_TOP3,3,4/1,5.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 4/1; decimal 5.00)"
2026-09-03,Valley,18:29,3,Comer Sue,"UK LAY Valley Trap 1,3,4",4,100,260m,D4,1,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Valley,18:46,1,Sawpit Seagull,"UK LAY Valley Trap 1,3,4",4,100,460m,A4,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Valley,18:46,4,Ashway Danny,"UK LAY Valley Trap 1,3,4",4,100,460m,A4,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-03,Valley,19:24,1,Quare Surprise,"UK LAY Valley Trap 1,3,4",4,100,460m,A5,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Valley,19:24,4,Sudden Bolt,"UK LAY Valley Trap 1,3,4",4,100,460m,A5,3,4,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Valley,19:42,1,Quivers Blondie,"UK LAY Valley Trap 1,3,4",4,100,260m,D2,3,3,15/2,8.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Valley,19:42,3,Crokers Darwin,"UK LAY Valley Trap 1,3,4",4,100,260m,D2,2,2,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-03,Valley,20:34,3,Ashway Dolly,"UK LAY Valley Trap 1,3,4",4,100,460m,A6,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Valley,20:52,1,Bale Out Lucy,"UK LAY Valley Trap 1,3,4",4,100,260m,D5,3,3,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-03,Valley,20:52,4,Vixons Nala,"UK LAY Valley Trap 1,3,4",4,100,260m,D5,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
