Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Rydons Ranger,WIN,12/09/2026 18:10,LAY,1,10,110,FALSE
Daily Strategy 2,Insane Investa,WIN,12/09/2026 18:10,LAY,1,10,110,FALSE
Daily Strategy 2,Keefill Zeus,WIN,12/09/2026 18:30,LAY,1,10,110,FALSE
Daily Strategy 2,Tassie Ted,WIN,12/09/2026 19:10,LAY,1,10,110,FALSE
Daily Strategy 2,Maireads Diamond,WIN,12/09/2026 19:30,LAY,1,10,110,FALSE
Daily Strategy 2,Slaneyside Ross,WIN,12/09/2026 19:30,LAY,1,10,110,FALSE
Daily Strategy 2,Sehnsa Amigo,WIN,12/09/2026 19:50,LAY,1,10,110,FALSE
Daily Strategy 2,Insane Cuddles,WIN,12/09/2026 20:50,LAY,1,10,110,FALSE
Daily Strategy 2,Ima Rocket Fran,WIN,12/09/2026 21:30,LAY,1,10,110,FALSE
Daily Strategy 2,Media Mogul,WIN,12/09/2026 21:30,LAY,1,10,110,FALSE
Daily Strategy 2,Tickets King,WIN,12/09/2026 19:24,LAY,1,6,120,FALSE
Daily Strategy 2,Vixons Eggshell,WIN,12/09/2026 19:42,LAY,1,6,120,FALSE
Daily Strategy 2,Favourite Rogue,WIN,12/09/2026 19:42,LAY,1,6,120,FALSE
Daily Strategy 2,Emerald Vista,WIN,12/09/2026 11:18,LAY,1,4,100,FALSE
Daily Strategy 2,Gulf Breeze,WIN,12/09/2026 11:18,LAY,1,4,100,FALSE
Daily Strategy 2,Dhustone Nita,WIN,12/09/2026 12:09,LAY,1,4,100,FALSE
Daily Strategy 2,Alone All Alone,WIN,12/09/2026 12:09,LAY,1,4,100,FALSE
Daily Strategy 2,Titanium Annie,WIN,12/09/2026 12:09,LAY,1,4,100,FALSE
Daily Strategy 2,Catunda Apollo,WIN,12/09/2026 12:59,LAY,1,4,100,FALSE
Daily Strategy 2,Whisky Insta,WIN,12/09/2026 12:59,LAY,1,4,100,FALSE
Daily Strategy 2,Yama Darlin,WIN,12/09/2026 13:17,LAY,1,4,100,FALSE
Daily Strategy 2,Dunquin Brendan,WIN,12/09/2026 13:17,LAY,1,4,100,FALSE
Daily Strategy 2,Like Lightning,WIN,12/09/2026 14:07,LAY,1,4,100,FALSE
Daily Strategy 2,Moanteen Mimi,WIN,12/09/2026 14:07,LAY,1,4,100,FALSE
Daily Strategy 2,Yama Queen,WIN,12/09/2026 18:34,LAY,1,4,100,FALSE
Daily Strategy 2,Cherry Bee,WIN,12/09/2026 18:54,LAY,1,4,100,FALSE
Daily Strategy 2,Wanfourtoeknee,WIN,12/09/2026 18:54,LAY,1,4,100,FALSE
Daily Strategy 2,Bombay Lucky,WIN,12/09/2026 19:14,LAY,1,4,100,FALSE
Daily Strategy 2,Elderberry Flash,WIN,12/09/2026 19:14,LAY,1,4,100,FALSE
Daily Strategy 2,Beatties Shine,WIN,12/09/2026 19:34,LAY,1,4,100,FALSE
Daily Strategy 2,Kates Goldie,WIN,12/09/2026 19:34,LAY,1,4,100,FALSE
Daily Strategy 2,Longacres Arles,WIN,12/09/2026 20:14,LAY,1,4,100,FALSE
Daily Strategy 2,Beatties Bliss,WIN,12/09/2026 20:34,LAY,1,4,100,FALSE
Daily Strategy 2,Aero Ella,WIN,12/09/2026 21:14,LAY,1,4,100,FALSE
Daily Strategy 2,Kick On Archie,WIN,12/09/2026 21:34,LAY,1,4,100,FALSE
Daily Strategy 2,Mon Amis,WIN,12/09/2026 21:34,LAY,1,4,100,FALSE
Daily Strategy 2,Ballymac Indo,WIN,12/09/2026 14:18,LAY,1,4,100,FALSE
Daily Strategy 2,Unknown Path,WIN,12/09/2026 14:18,LAY,1,4,100,FALSE
Daily Strategy 2,Ducleagh,WIN,12/09/2026 14:38,LAY,1,4,100,FALSE
Daily Strategy 2,Makeit Dj,WIN,12/09/2026 14:38,LAY,1,4,100,FALSE
Daily Strategy 2,Glengar Peppa,WIN,12/09/2026 14:58,LAY,1,4,100,FALSE
Daily Strategy 2,Rowington Rascal,WIN,12/09/2026 15:18,LAY,1,4,100,FALSE
Daily Strategy 2,Ballycowen Lil,WIN,12/09/2026 15:38,LAY,1,4,100,FALSE
Daily Strategy 2,Savana Florida,WIN,12/09/2026 15:58,LAY,1,4,100,FALSE
Daily Strategy 2,Makeit Juice,WIN,12/09/2026 15:58,LAY,1,4,100,FALSE
Daily Strategy 2,Five Alley Zena,WIN,12/09/2026 16:18,LAY,1,4,100,FALSE
Daily Strategy 2,Maireads Duchess,WIN,12/09/2026 17:18,LAY,1,4,100,FALSE
Daily Strategy 2,Onthemissinglist,WIN,12/09/2026 17:18,LAY,1,4,100,FALSE
Daily Strategy 2,Blakefield Fizz,WIN,12/09/2026 17:36,LAY,1,4,100,FALSE
Daily Strategy 2,Eagles Kraken,WIN,12/09/2026 17:36,LAY,1,4,100,FALSE
Daily Strategy 2,Anything Strange,WIN,12/09/2026 17:55,LAY,1,4,100,FALSE
Daily Strategy 2,St Edmunds Steve,WIN,12/09/2026 17:55,LAY,1,4,100,FALSE
Daily Strategy 2,Swift Jordana,WIN,12/09/2026 19:41,LAY,1,6,50,FALSE
