date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-06,Doncaster,11:54,6,Jazza Belle,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,2,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-06,Doncaster,12:12,6,Dark Eddie,"UK LAY Doncaster Trap 2,6",6,120,450m,B3,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Kinsley,18:42,5,Shrewd Amiee,"UK LAY Kinsley Trap 5,6",4,100,268m,D5,1,1,7/4,2.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Kinsley,18:59,6,Revilo Eagle,"UK LAY Kinsley Trap 5,6",4,100,462m,A7,3,3,9/2,5.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-06,Kinsley,19:16,5,Swift Perry,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-06,Sunderland,11:27,4,Kennys Choice,UK LAY Sunderland Trap 4,9,100,450m,A3,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,12:18,4,Glideaway Onana,UK LAY Sunderland Trap 4,9,100,261m,D3,1,1,13/8,2.625,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,12:34,4,Burkos Criminal,UK LAY Sunderland Trap 4,9,100,450m,A4,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,13:59,4,Pomba Pauline,UK LAY Sunderland Trap 4,9,100,450m,A6,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-06,Towcester,15:13,1,Dees Midnight,"UK LAY Towcester Trap 1,5,6",4,100,500m,OR1,OUTSIDE_TOP3,3,4/1,5.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 4/1; decimal 5.00)"
