date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-06,Doncaster,11:54,2,Cockneys Gals,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,OUTSIDE_TOP3,6,12/1,13.0,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Doncaster,11:54,6,Jazza Belle,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,2,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-06,Doncaster,12:12,2,Approaching Dawn,"UK LAY Doncaster Trap 2,6",6,120,450m,B3,OUTSIDE_TOP3,6,11/2,6.5,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Doncaster,12:12,6,Dark Eddie,"UK LAY Doncaster Trap 2,6",6,120,450m,B3,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Kinsley,18:42,5,Shrewd Amiee,"UK LAY Kinsley Trap 5,6",4,100,268m,D5,1,1,7/4,2.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Kinsley,18:42,6,Scotrath Kiki,"UK LAY Kinsley Trap 5,6",4,100,268m,D5,OUTSIDE_TOP3,4,5/1,6.0,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (5/1; decimal 6.00); retained absent converging danger evidence
2026-09-06,Kinsley,18:59,5,Norden Girl,"UK LAY Kinsley Trap 5,6",4,100,462m,A7,OUTSIDE_TOP3,6,8/1,9.0,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Kinsley,18:59,6,Revilo Eagle,"UK LAY Kinsley Trap 5,6",4,100,462m,A7,3,3,9/2,5.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-06,Kinsley,19:16,5,Swift Perry,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-06,Kinsley,19:16,6,Clay Twister,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,OUTSIDE_TOP3,4,11/2,6.5,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (11/2; decimal 6.50); retained absent converging danger evidence
2026-09-06,Sunderland,11:09,4,Hollyhill Beauty,UK LAY Sunderland Trap 4,9,100,450m,A5,OUTSIDE_TOP3,5,13/2,7.5,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Sunderland,11:27,4,Kennys Choice,UK LAY Sunderland Trap 4,9,100,450m,A3,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,11:43,4,Catch You Later,UK LAY Sunderland Trap 4,9,100,261m,D4,OUTSIDE_TOP3,4,6/1,7.0,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (6/1; decimal 7.00); retained absent converging danger evidence
2026-09-06,Sunderland,12:18,4,Glideaway Onana,UK LAY Sunderland Trap 4,9,100,261m,D3,1,1,13/8,2.625,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,12:34,4,Burkos Criminal,UK LAY Sunderland Trap 4,9,100,450m,A4,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-06,Sunderland,12:51,4,Abbys Hope,UK LAY Sunderland Trap 4,9,100,450m,A5,OUTSIDE_TOP3,6,10/1,11.0,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Sunderland,13:08,4,Cyclers Deran,UK LAY Sunderland Trap 4,9,100,450m,A7,OUTSIDE_TOP3,4,11/2,6.5,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (11/2; decimal 6.50); retained absent converging danger evidence
2026-09-06,Sunderland,13:59,4,Pomba Pauline,UK LAY Sunderland Trap 4,9,100,450m,A6,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-06,Towcester,14:54,1,Droopys Stat,"UK LAY Towcester Trap 1,5,6",4,100,500m,A3,OUTSIDE_TOP3,5,6/1,7.0,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Towcester,14:54,5,Velvet Harper,"UK LAY Towcester Trap 1,5,6",4,100,500m,A3,OUTSIDE_TOP3,3,9/2,5.5,BOUNDARY_TIE,RETAINED,,Forecast tie crosses third-place boundary; retained absent stronger evidence
2026-09-06,Towcester,14:54,6,Crafty Filo,"UK LAY Towcester Trap 1,5,6",4,100,500m,A3,OUTSIDE_TOP3,6,19/2,10.5,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Towcester,15:13,1,Dees Midnight,"UK LAY Towcester Trap 1,5,6",4,100,500m,OR1,OUTSIDE_TOP3,3,4/1,5.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 4/1; decimal 5.00)"
2026-09-06,Towcester,15:13,5,Singalong Cherry,"UK LAY Towcester Trap 1,5,6",4,100,500m,OR1,2,1,11/8,2.375,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-06,Towcester,15:13,6,Salacresgovernor,"UK LAY Towcester Trap 1,5,6",4,100,500m,OR1,OUTSIDE_TOP3,5,17/2,9.5,OUTSIDE_TOP3,RETAINED,,
2026-09-06,Towcester,15:32,1,Unanimous Leo,"UK LAY Towcester Trap 1,5,6",4,100,270m,OR2,OUTSIDE_TOP3,4,4/1,5.0,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (4/1; decimal 5.00); retained absent converging danger evidence
2026-09-06,Towcester,15:32,5,Common Moon,"UK LAY Towcester Trap 1,5,6",4,100,270m,OR2,OUTSIDE_TOP3,5,15/2,8.5,OUTSIDE_TOP3,RETAINED,,
