Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Deelish Maggie,WIN,24/09/2026 15:19,LAY,1,10,110,FALSE
Daily Strategy 2,Scilly Willow,WIN,24/09/2026 15:38,LAY,1,10,110,FALSE
Daily Strategy 2,Autumn Breeze,WIN,24/09/2026 15:38,LAY,1,10,110,FALSE
Daily Strategy 2,Baggios Nikita,WIN,24/09/2026 16:53,LAY,1,10,110,FALSE
Daily Strategy 2,Poppadom Tom,WIN,24/09/2026 17:12,LAY,1,10,110,FALSE
Daily Strategy 2,Roseville Icon,WIN,24/09/2026 17:49,LAY,1,10,110,FALSE
Daily Strategy 2,Bucks Queen,WIN,24/09/2026 17:49,LAY,1,10,110,FALSE
Daily Strategy 2,Bridefort Lady,WIN,24/09/2026 18:14,LAY,1,4,100,FALSE
Daily Strategy 2,Teaboy Lenny,WIN,24/09/2026 19:39,LAY,1,4,100,FALSE
Daily Strategy 2,Stealpy,WIN,24/09/2026 19:56,LAY,1,4,100,FALSE
Daily Strategy 2,Clonkeen Terry,WIN,24/09/2026 20:13,LAY,1,4,100,FALSE
Daily Strategy 2,Do Gooder,WIN,24/09/2026 20:13,LAY,1,4,100,FALSE
Daily Strategy 2,Mr Brightside,WIN,24/09/2026 20:31,LAY,1,4,100,FALSE
Daily Strategy 2,Vixons Eggshell,WIN,24/09/2026 20:47,LAY,1,4,100,FALSE
Daily Strategy 2,Whyaye Dubai,WIN,24/09/2026 20:47,LAY,1,4,100,FALSE
Daily Strategy 2,Aero Dulcie,WIN,24/09/2026 20:47,LAY,1,4,100,FALSE
Daily Strategy 2,Ballymac Bardo,WIN,24/09/2026 21:04,LAY,1,4,100,FALSE
Daily Strategy 2,Mister Fezziwig,WIN,24/09/2026 11:41,LAY,1,1.01,100,FALSE
Daily Strategy 2,Butts Diva,WIN,24/09/2026 11:58,LAY,1,1.01,100,FALSE
Daily Strategy 2,Annadown Belle,WIN,24/09/2026 14:09,LAY,1,1.01,100,FALSE
Daily Strategy 2,Blue Sparta,WIN,24/09/2026 14:36,LAY,1,4,100,FALSE
Daily Strategy 2,Vinegarhill Dee,WIN,24/09/2026 14:36,LAY,1,4,100,FALSE
Daily Strategy 2,Lamorna Rudie,WIN,24/09/2026 14:36,LAY,1,4,100,FALSE
Daily Strategy 2,Cashout Mcilroy,WIN,24/09/2026 14:54,LAY,1,4,100,FALSE
Daily Strategy 2,Confey Blaze,WIN,24/09/2026 15:13,LAY,1,4,100,FALSE
Daily Strategy 2,Dreamin Santi,WIN,24/09/2026 15:13,LAY,1,4,100,FALSE
Daily Strategy 2,Lamorna Lill Moo,WIN,24/09/2026 16:28,LAY,1,4,100,FALSE
Daily Strategy 2,Pullinamixer,WIN,24/09/2026 16:28,LAY,1,4,100,FALSE
Daily Strategy 2,Moathouse Roman,WIN,24/09/2026 17:06,LAY,1,4,100,FALSE
Daily Strategy 2,Drohobych Falcon,WIN,24/09/2026 18:02,LAY,1,4,100,FALSE
Daily Strategy 2,Scotrath Buck,WIN,24/09/2026 18:11,LAY,1,4,100,FALSE
Daily Strategy 2,Wet Morning,WIN,24/09/2026 18:11,LAY,1,4,100,FALSE
Daily Strategy 2,Vixons Nala,WIN,24/09/2026 19:42,LAY,1,4,100,FALSE
