date,track,race_time,runner_number,dog_name,race_id,source,race_url
2026-09-03,Central Park,14:23,2,Innfield Hunter,514823,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823
2026-09-03,Central Park,14:23,3,King Wilson,514823,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823
2026-09-03,Central Park,14:23,4,Ima Rocket Fran,514823,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823
2026-09-03,Central Park,14:23,5,Murdaniel Fin,514823,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823
2026-09-03,Central Park,14:23,6,Raymonds Charlie,514823,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823
2026-09-03,Central Park,14:41,1,Hollyoak Mable,514824,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824
2026-09-03,Central Park,14:41,2,Kereight Belle,514824,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824
2026-09-03,Central Park,14:41,3,Vicious Amanda,514824,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824
2026-09-03,Central Park,14:41,5,Financial Ruin,514824,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824
2026-09-03,Central Park,14:41,6,Glosha Sally,514824,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824
2026-09-03,Central Park,15:01,1,Ballydoyle Boo,514825,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825
2026-09-03,Central Park,15:01,2,Hollyhill Shari,514825,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825
2026-09-03,Central Park,15:01,3,Whosdogisthat,514825,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825
2026-09-03,Central Park,15:01,5,Broadway Mist,514825,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825
2026-09-03,Central Park,15:01,6,Airlie Nambucca,514825,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825
2026-09-03,Central Park,15:19,2,Hollyoak Ronald,514826,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826
2026-09-03,Central Park,15:19,3,Coolside Spyman,514826,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826
2026-09-03,Central Park,15:19,4,Ardera Jake,514826,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826
2026-09-03,Central Park,15:19,5,Lemon Maxine,514826,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826
2026-09-03,Central Park,15:19,6,Melodys Admiral,514826,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826
2026-09-03,Central Park,15:38,1,Lady Kitty,514827,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827
2026-09-03,Central Park,15:38,3,Nunhead Rosie,514827,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827
2026-09-03,Central Park,15:38,4,Yassoo Gee One,514827,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827
2026-09-03,Central Park,15:38,5,Strideaway Honey,514827,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827
2026-09-03,Central Park,15:38,6,Headford Sirl,514827,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827
2026-09-03,Central Park,15:57,1,Drombeg Amble,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,15:57,2,Swervetheissue,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,15:57,3,Roseville Chic,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,15:57,4,Westwood Gem,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,15:57,5,Chloes Lexie,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,15:57,6,Insane Investa,514828,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828
2026-09-03,Central Park,16:16,1,Hollyoak Maggie,514829,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829
2026-09-03,Central Park,16:16,2,Always Bright,514829,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829
2026-09-03,Central Park,16:16,3,Russmur Sabbath,514829,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829
2026-09-03,Central Park,16:16,4,Ferndale Free,514829,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829
2026-09-03,Central Park,16:16,6,Pearces Magic,514829,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829
2026-09-03,Central Park,16:34,1,Best Miney,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
2026-09-03,Central Park,16:34,2,Blossomfort Coco,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
2026-09-03,Central Park,16:34,3,Waikiki Stone,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
2026-09-03,Central Park,16:34,4,Harlequin Windy,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
2026-09-03,Central Park,16:34,5,Grouchos Bogger,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
2026-09-03,Central Park,16:34,6,Notorious Sue,514830,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830
