date,track,race_time,race_id,status,runner_rows,source,race_url,error
2026-09-23,Doncaster,14:33,517469,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517469,
2026-09-23,Doncaster,14:52,517470,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517470,
2026-09-23,Doncaster,15:11,517471,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517471,
2026-09-23,Doncaster,15:29,517472,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517472,
2026-09-23,Doncaster,15:49,517473,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517473,
2026-09-23,Doncaster,16:07,517474,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517474,
2026-09-23,Doncaster,16:26,517475,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517475,
2026-09-23,Doncaster,16:44,517476,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517476,
2026-09-23,Doncaster,17:03,517477,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/doncaster/racecard/517477,
2026-09-23,Dunstall Park,18:08,517359,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517359,
2026-09-23,Dunstall Park,18:26,517360,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517360,
2026-09-23,Dunstall Park,18:42,517361,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517361,
2026-09-23,Dunstall Park,18:59,517362,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517362,
2026-09-23,Dunstall Park,19:16,517363,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517363,
2026-09-23,Dunstall Park,19:33,517364,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517364,
2026-09-23,Dunstall Park,19:49,517365,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517365,
2026-09-23,Dunstall Park,20:07,517366,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517366,
2026-09-23,Dunstall Park,20:24,517367,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517367,
2026-09-23,Dunstall Park,20:41,517368,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517368,
2026-09-23,Dunstall Park,20:59,517369,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517369,
2026-09-23,Dunstall Park,21:16,517370,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/dunstall-park/racecard/517370,
2026-09-23,Harlow,10:32,517395,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517395,
2026-09-23,Harlow,10:48,517396,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517396,
2026-09-23,Harlow,11:04,517397,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517397,
2026-09-23,Harlow,11:21,517398,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517398,
2026-09-23,Harlow,11:38,517399,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517399,
2026-09-23,Harlow,11:54,517400,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517400,
2026-09-23,Harlow,12:12,517401,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517401,
2026-09-23,Harlow,12:29,517402,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517402,
2026-09-23,Harlow,12:46,517403,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517403,
2026-09-23,Harlow,13:03,517404,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517404,
2026-09-23,Harlow,13:19,517405,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517405,
2026-09-23,Harlow,13:37,517406,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517406,
2026-09-23,Harlow,13:54,517407,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517407,
2026-09-23,Harlow,14:11,517408,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517408,
2026-09-23,Harlow,18:11,517409,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517409,
2026-09-23,Harlow,18:29,517410,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517410,
2026-09-23,Harlow,18:46,517411,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517411,
2026-09-23,Harlow,19:04,517412,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517412,
2026-09-23,Harlow,19:24,517413,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517413,
2026-09-23,Harlow,19:42,517414,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517414,
2026-09-23,Harlow,19:58,517415,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517415,
2026-09-23,Harlow,20:16,517416,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517416,
2026-09-23,Harlow,20:34,517417,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517417,
2026-09-23,Harlow,20:52,517418,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517418,
2026-09-23,Harlow,21:09,517419,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517419,
2026-09-23,Harlow,21:26,517420,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/harlow/racecard/517420,
2026-09-23,Hove,14:23,517383,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517383,
2026-09-23,Hove,14:41,517384,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517384,
2026-09-23,Hove,15:01,517385,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517385,
2026-09-23,Hove,15:19,517386,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517386,
2026-09-23,Hove,15:38,517387,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517387,
2026-09-23,Hove,15:57,517388,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517388,
2026-09-23,Hove,16:16,517389,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517389,
2026-09-23,Hove,16:34,517390,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517390,
2026-09-23,Hove,16:53,517391,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517391,
2026-09-23,Hove,17:12,517392,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517392,
2026-09-23,Hove,17:31,517393,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517393,
2026-09-23,Hove,17:49,517394,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/hove/racecard/517394,
2026-09-23,Kinsley,11:14,517371,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517371,
2026-09-23,Kinsley,11:30,517372,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517372,
2026-09-23,Kinsley,11:46,517373,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517373,
2026-09-23,Kinsley,12:03,517374,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517374,
2026-09-23,Kinsley,12:20,517375,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517375,
2026-09-23,Kinsley,12:37,517376,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517376,
2026-09-23,Kinsley,12:53,517377,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517377,
2026-09-23,Kinsley,13:11,517378,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517378,
2026-09-23,Kinsley,13:26,517379,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517379,
2026-09-23,Kinsley,13:41,517380,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-23/kinsley/racecard/517380,
