date,track,race_time,race_id,status,runner_rows,source,race_url,error
2026-09-03,Central Park,14:23,514823,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514823,
2026-09-03,Central Park,14:41,514824,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514824,
2026-09-03,Central Park,15:01,514825,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514825,
2026-09-03,Central Park,15:19,514826,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514826,
2026-09-03,Central Park,15:38,514827,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514827,
2026-09-03,Central Park,15:57,514828,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514828,
2026-09-03,Central Park,16:16,514829,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514829,
2026-09-03,Central Park,16:34,514830,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514830,
2026-09-03,Central Park,16:53,514831,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514831,
2026-09-03,Central Park,17:12,514832,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514832,
2026-09-03,Central Park,17:31,514833,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514833,
2026-09-03,Central Park,17:49,514834,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/central-park/racecard/514834,
2026-09-03,Dunstall Park,14:29,514847,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/dunstall-park/racecard/514847,
2026-09-03,Dunstall Park,14:48,514848,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/dunstall-park/racecard/514848,
2026-09-03,Dunstall Park,15:07,514849,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/dunstall-park/racecard/514849,
2026-09-03,Dunstall Park,15:26,514850,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/dunstall-park/racecard/514850,
2026-09-03,Dunstall Park,15:44,514851,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-03/dunstall-park/racecard/514851,
