date,track,race_time,race_id,status,runner_rows,source,race_url,error
2026-08-25,Central Park,18:14,513665,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513665,
2026-08-25,Central Park,18:31,513666,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513666,
2026-08-25,Central Park,18:48,513667,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513667,
2026-08-25,Central Park,19:06,513668,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513668,
2026-08-25,Central Park,19:22,513669,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513669,
2026-08-25,Central Park,19:39,513670,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513670,
2026-08-25,Central Park,19:56,513671,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513671,
2026-08-25,Central Park,20:13,513672,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513672,
2026-08-25,Central Park,20:31,513673,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513673,
2026-08-25,Central Park,20:47,513674,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513674,
2026-08-25,Central Park,21:04,513675,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513675,
2026-08-25,Central Park,21:23,513676,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/central-park/racecard/513676,
2026-08-25,Monmore,14:31,513581,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513581,
2026-08-25,Monmore,14:49,513582,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513582,
2026-08-25,Monmore,15:09,513583,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513583,
2026-08-25,Monmore,15:27,513584,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513584,
2026-08-25,Monmore,15:47,513585,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513585,
2026-08-25,Monmore,16:04,513586,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513586,
2026-08-25,Monmore,16:24,513587,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513587,
2026-08-25,Monmore,16:42,513588,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513588,
2026-08-25,Monmore,17:01,513589,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513589,
2026-08-25,Monmore,17:19,513590,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513590,
2026-08-25,Monmore,17:37,513591,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-08-25/monmore/racecard/513591,
