date,track,race_time,race_id,status,runner_rows,source,race_url,error
2026-09-12,Central Park,17:30,516085,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516085,
2026-09-12,Central Park,17:50,516086,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516086,
2026-09-12,Central Park,18:10,516087,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516087,
2026-09-12,Central Park,18:30,516088,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516088,
2026-09-12,Central Park,18:50,516089,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516089,
2026-09-12,Central Park,19:10,516090,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516090,
2026-09-12,Central Park,19:30,516091,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516091,
2026-09-12,Central Park,19:50,516092,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516092,
2026-09-12,Central Park,20:10,516093,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516093,
2026-09-12,Central Park,20:30,516094,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516094,
2026-09-12,Central Park,20:50,516095,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516095,
2026-09-12,Central Park,21:10,516096,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516096,
2026-09-12,Central Park,21:30,516097,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/central-park/racecard/516097,
2026-09-12,Doncaster,10:32,515961,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/doncaster/racecard/515961,
2026-09-12,Doncaster,10:48,515962,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/doncaster/racecard/515962,
2026-09-12,Doncaster,11:04,515963,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/doncaster/racecard/515963,
2026-09-12,Doncaster,11:21,515964,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-12/doncaster/racecard/515964,
