date,track,race_time,race_id,status,runner_rows,source,race_url,error
2026-09-05,Central Park,17:30,515146,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515146,
2026-09-05,Central Park,17:50,515147,OK,5,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515147,
2026-09-05,Central Park,18:10,515148,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515148,
2026-09-05,Central Park,18:30,515149,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515149,
2026-09-05,Central Park,18:50,515150,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515150,
2026-09-05,Central Park,19:10,515151,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515151,
2026-09-05,Central Park,19:30,515152,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515152,
2026-09-05,Central Park,19:50,515153,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515153,
2026-09-05,Central Park,20:10,515154,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515154,
2026-09-05,Central Park,20:30,515155,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515155,
2026-09-05,Central Park,20:50,515156,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515156,
2026-09-05,Central Park,21:10,515157,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515157,
2026-09-05,Central Park,21:30,515158,OK,6,Sporting Life,https://www.sportinglife.com/greyhounds/racecards/2026-09-05/central-park/racecard/515158,
