Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy Filter,Blue Drout,WIN,31/08/2026 14:36,LAY,1,10,110,FALSE
Daily Strategy Filter,Speedy Uso,WIN,31/08/2026 17:43,LAY,1,10,110,FALSE
Daily Strategy Filter,Scary Moll Dolls,WIN,31/08/2026 17:43,LAY,1,10,110,FALSE
Daily Strategy Filter,Brynoffa Jill,WIN,31/08/2026 10:32,LAY,1,12,100,FALSE
Daily Strategy Filter,Edanmount Lady,WIN,31/08/2026 10:48,LAY,1,12,100,FALSE
Daily Strategy Filter,Classic Cindy,WIN,31/08/2026 11:21,LAY,1,12,100,FALSE
Daily Strategy Filter,Besties Boy,WIN,31/08/2026 11:38,LAY,1,12,100,FALSE
Daily Strategy Filter,Clodaghs Gift,WIN,31/08/2026 12:29,LAY,1,12,100,FALSE
Daily Strategy Filter,Rathbally Anna,WIN,31/08/2026 14:11,LAY,1,12,100,FALSE
Daily Strategy Filter,Burgess Doireann,WIN,31/08/2026 19:42,LAY,1,12,100,FALSE
Daily Strategy Filter,Armintas Jet,WIN,31/08/2026 20:34,LAY,1,12,100,FALSE
Daily Strategy Filter,Gothic Cheyenne,WIN,31/08/2026 20:52,LAY,1,12,100,FALSE
Daily Strategy Filter,Tyford Spot,WIN,31/08/2026 21:09,LAY,1,12,100,FALSE
Daily Strategy Filter,Joyces Sadie,WIN,31/08/2026 21:26,LAY,1,12,100,FALSE
Daily Strategy Filter,Patoka,WIN,31/08/2026 15:19,LAY,1,4,100,FALSE
Daily Strategy Filter,Longacres Ella,WIN,31/08/2026 15:19,LAY,1,4,100,FALSE
Daily Strategy Filter,Winterfield Rosa,WIN,31/08/2026 15:57,LAY,1,4,100,FALSE
Daily Strategy Filter,Catunda Apollo,WIN,31/08/2026 16:16,LAY,1,4,100,FALSE
Daily Strategy Filter,Longacres Spider,WIN,31/08/2026 16:16,LAY,1,4,100,FALSE
Daily Strategy Filter,Ropewalk Star,WIN,31/08/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy Filter,Distant Billy,WIN,31/08/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy Filter,Tommys Target,WIN,31/08/2026 17:31,LAY,1,4,100,FALSE
Daily Strategy Filter,Like Lightning,WIN,31/08/2026 17:31,LAY,1,4,100,FALSE
Daily Strategy Filter,Mucky Danno,WIN,31/08/2026 17:49,LAY,1,4,100,FALSE
Daily Strategy Filter,Pay On Time,WIN,31/08/2026 17:49,LAY,1,4,100,FALSE
Daily Strategy Filter,Tell Em Nothing,WIN,31/08/2026 19:44,LAY,1,1.01,100,FALSE
Daily Strategy Filter,Grovenor Ozzy,WIN,31/08/2026 20:01,LAY,1,1.01,100,FALSE
Daily Strategy Filter,Magical Marty,WIN,31/08/2026 20:19,LAY,1,1.01,100,FALSE
Daily Strategy Filter,Fortanach Col,WIN,31/08/2026 20:54,LAY,1,1.01,100,FALSE
Daily Strategy Filter,Dublin Jimmy,WIN,31/08/2026 18:08,LAY,1,4,100,FALSE
Daily Strategy Filter,Amka Phantom,WIN,31/08/2026 19:16,LAY,1,4,100,FALSE
Daily Strategy Filter,Unknown Tulip,WIN,31/08/2026 19:33,LAY,1,4,100,FALSE
Daily Strategy Filter,Makeit Power,WIN,31/08/2026 19:49,LAY,1,4,100,FALSE
Daily Strategy Filter,Antigua Burn,WIN,31/08/2026 20:24,LAY,1,4,100,FALSE
Daily Strategy Filter,Hitthelids Kaley,WIN,31/08/2026 21:16,LAY,1,4,100,FALSE
Daily Strategy Filter,Golden Sister,WIN,31/08/2026 20:13,LAY,1,6,50,FALSE
Daily Strategy Filter,Bluejig Designer,WIN,31/08/2026 20:13,LAY,1,6,50,FALSE
Daily Strategy Filter,Rapido Auz,WIN,31/08/2026 21:23,LAY,1,6,50,FALSE
Daily Strategy Filter,Daisys Blueboy,WIN,31/08/2026 21:23,LAY,1,6,50,FALSE
