date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-08-31,Central Park,14:36,3,Blue Drout,"UK LAY Central Park Trap 3,4",10,110,277m,D1,OUTSIDE_TOP3,5,7/1,8.0,OUTSIDE_TOP3,RETAINED,,
2026-08-31,Central Park,14:36,4,Stophers Trick,"UK LAY Central Park Trap 3,4",10,110,277m,D1,1,2,9/2,5.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-31,Central Park,15:13,3,Antigua Heat,"UK LAY Central Park Trap 3,4",10,110,277m,D3,3,3,9/2,5.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-31,Central Park,15:13,4,Ask Julie,"UK LAY Central Park Trap 3,4",10,110,277m,D3,2,1,11/8,2.375,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-31,Central Park,17:43,3,Speedy Uso,"UK LAY Central Park Trap 3,4",10,110,277m,D1,OUTSIDE_TOP3,5,13/2,7.5,OUTSIDE_TOP3,RETAINED,,
2026-08-31,Central Park,17:43,4,Scary Moll Dolls,"UK LAY Central Park Trap 3,4",10,110,277m,D1,OUTSIDE_TOP3,6,14/1,15.0,OUTSIDE_TOP3,RETAINED,,
2026-08-31,Harlow,10:32,2,Brynoffa Jill,"UK LAY Harlow Trap 2,4",12,100,415m,A7,OUTSIDE_TOP3,4,9/2,5.5,OUTSIDE_TOP3,RETAINED,,Forecast #4 reviewed (9/2; decimal 5.50); retained absent converging danger evidence
2026-08-31,Harlow,10:32,4,Brandywell King,"UK LAY Harlow Trap 2,4",12,100,415m,A7,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-31,Harlow,10:48,2,Rosstemple Cody,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,2,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 2, 7/2; decimal 4.50)"
2026-08-31,Harlow,10:48,4,Edanmount Lady,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,6,18/1,19.0,OUTSIDE_TOP3,RETAINED,,
2026-08-31,Harlow,11:21,2,Tinks This,"UK LAY Harlow Trap 2,4",12,100,238m,D4,3,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
