date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-02,Doncaster,16:44,2,Savana Soda,"UK LAY Doncaster Trap 2,6",6,120,275m,D4,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Doncaster,16:44,6,Skirk Mia,"UK LAY Doncaster Trap 2,6",6,120,275m,D4,2,2,7/2,4.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,10:32,4,Heres Victoria,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,10:48,2,Crystal Luna,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,10:48,4,Cree Lullaby,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,2,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 2, 7/2; decimal 4.50)"
2026-09-02,Harlow,11:21,4,Lemon Beaufort,"UK LAY Harlow Trap 2,4",12,100,238m,D4,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,11:54,2,Skirk Sky,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,4/6,1.6667,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,11:54,4,Oppo,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,3,5/1,6.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,12:12,2,Dashgrove Sam,"UK LAY Harlow Trap 2,4",12,100,415m,A7,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,12:12,4,Moaning Gamble,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,13:03,2,Old Bed Forrest,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,13:19,2,Maddox Rose,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,13:19,4,Mikeys Pick,"UK LAY Harlow Trap 2,4",12,100,415m,A7,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,13:54,2,Marys Glen,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-02,Harlow,13:54,4,Minnies Volga,"UK LAY Harlow Trap 2,4",12,100,415m,A7,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,14:11,2,Havana Kaci,"UK LAY Harlow Trap 2,4",12,100,238m,D4,1,2,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-02,Harlow,14:11,4,Millview Bobby,"UK LAY Harlow Trap 2,4",12,100,238m,D4,OUTSIDE_TOP3,3,9/2,5.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 9/2; decimal 5.50)"
