Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Gooner Be Good,WIN,02/09/2026 10:32,LAY,1,12,100,FALSE
Daily Strategy 2,Rallying Wood,WIN,02/09/2026 11:21,LAY,1,12,100,FALSE
Daily Strategy 2,El Cairos,WIN,02/09/2026 13:03,LAY,1,12,100,FALSE
Daily Strategy 2,Comer Canal,WIN,02/09/2026 13:37,LAY,1,12,100,FALSE
Daily Strategy 2,Random Izzy,WIN,02/09/2026 13:37,LAY,1,12,100,FALSE
Daily Strategy 2,Tyford Pet,WIN,02/09/2026 20:16,LAY,1,12,100,FALSE
Daily Strategy 2,Ballybreen Zeta,WIN,02/09/2026 20:52,LAY,1,12,100,FALSE
Daily Strategy 2,Savana Monica,WIN,02/09/2026 21:26,LAY,1,12,100,FALSE
Daily Strategy 2,Swift Loch,WIN,02/09/2026 11:14,LAY,1,4,100,FALSE
Daily Strategy 2,Norden Girl,WIN,02/09/2026 11:46,LAY,1,4,100,FALSE
Daily Strategy 2,Scotrath Kiki,WIN,02/09/2026 12:03,LAY,1,4,100,FALSE
Daily Strategy 2,Deecee Phoenix,WIN,02/09/2026 12:20,LAY,1,4,100,FALSE
Daily Strategy 2,Norristown May,WIN,02/09/2026 12:20,LAY,1,4,100,FALSE
Daily Strategy 2,Shrewd Amiee,WIN,02/09/2026 12:53,LAY,1,4,100,FALSE
Daily Strategy 2,Highview Roots,WIN,02/09/2026 13:11,LAY,1,4,100,FALSE
Daily Strategy 2,Twoshookmen,WIN,02/09/2026 13:58,LAY,1,4,100,FALSE
Daily Strategy 2,Glenvale Dave,WIN,02/09/2026 14:14,LAY,1,4,100,FALSE
Daily Strategy 2,Tickets Bang,WIN,02/09/2026 11:52,LAY,1,4,100,FALSE
Daily Strategy 2,Bundoran,WIN,02/09/2026 12:59,LAY,1,4,100,FALSE
Daily Strategy 2,Chilledout Chick,WIN,02/09/2026 13:16,LAY,1,4,100,FALSE
Daily Strategy 2,Kinaffe Star,WIN,02/09/2026 13:16,LAY,1,4,100,FALSE
Daily Strategy 2,Spring Dancer,WIN,02/09/2026 13:46,LAY,1,4,100,FALSE
Daily Strategy 2,Winterfield Star,WIN,02/09/2026 14:04,LAY,1,4,100,FALSE
Daily Strategy 2,Final Fernandes,WIN,02/09/2026 14:04,LAY,1,4,100,FALSE
Daily Strategy 2,Westfield Rosie,WIN,02/09/2026 12:14,LAY,1,1.01,100,FALSE
Daily Strategy 2,Kellies Jewel,WIN,02/09/2026 13:21,LAY,1,1.01,100,FALSE
Daily Strategy 2,Are Man Why,WIN,02/09/2026 14:36,LAY,1,9,100,FALSE
Daily Strategy 2,Donegal Tiara,WIN,02/09/2026 16:09,LAY,1,9,100,FALSE
Daily Strategy 2,Cantcallhimaero,WIN,02/09/2026 16:28,LAY,1,9,100,FALSE
Daily Strategy 2,Ballyquin Pedro,WIN,02/09/2026 17:24,LAY,1,9,100,FALSE
Daily Strategy 2,Dry Morning,WIN,02/09/2026 14:08,LAY,1,4,100,FALSE
Daily Strategy 2,Billis Sniper,WIN,02/09/2026 15:22,LAY,1,4,100,FALSE
Daily Strategy 2,Furry Neck,WIN,02/09/2026 15:41,LAY,1,4,100,FALSE
Daily Strategy 2,Breffni Tina,WIN,02/09/2026 15:41,LAY,1,4,100,FALSE
Daily Strategy 2,Boherdota Angel,WIN,02/09/2026 16:37,LAY,1,4,100,FALSE
Daily Strategy 2,Coolree Blue,WIN,02/09/2026 16:37,LAY,1,4,100,FALSE
Daily Strategy 2,Tetra Kenny,WIN,02/09/2026 18:14,LAY,1,6,50,FALSE
Daily Strategy 2,Mystical Otis,WIN,02/09/2026 18:14,LAY,1,6,50,FALSE
Daily Strategy 2,Loughmore,WIN,02/09/2026 19:22,LAY,1,6,50,FALSE
Daily Strategy 2,Hasselbomb,WIN,02/09/2026 19:39,LAY,1,6,50,FALSE
Daily Strategy 2,Bubbly Crusader,WIN,02/09/2026 19:39,LAY,1,6,50,FALSE
Daily Strategy 2,Mossend Brute,WIN,02/09/2026 19:56,LAY,1,6,50,FALSE
Daily Strategy 2,Forgottotellya,WIN,02/09/2026 20:13,LAY,1,6,50,FALSE
Daily Strategy 2,Royal Hotshot,WIN,02/09/2026 20:13,LAY,1,6,50,FALSE
Daily Strategy 2,Swift Depot,WIN,02/09/2026 20:31,LAY,1,6,50,FALSE
Daily Strategy 2,Move Over Toby,WIN,02/09/2026 20:47,LAY,1,6,50,FALSE
Daily Strategy 2,Aayamza Legend,WIN,02/09/2026 20:47,LAY,1,6,50,FALSE
