Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-09-12,Central Park,17:30,1401762,https://www.timeform.com/greyhound-racing/racecards/central-park/1730/2026-09-12/1401762,277m,D2,Kitmins Kate,Aphantasia,Tia Lilly Dancer,Kitmins Kate is best of these on the times and is very much the one to beat. Aphantasia should go close too.,"11/8 Kitmins Kate, 13/8 Aphantasia, 100/30 Tia Lilly Dancer, 13/2 Savana Mai, 10/1 Barnora Kate",BARNORA KATE Barnora Kate has won no races after leading at the first bend. Bet →,COMPLETE,
2026-09-12,Central Park,17:50,1401763,https://www.timeform.com/greyhound-racing/racecards/central-park/1750/2026-09-12/1401763,277m,D3,Glosha Sally,Always Bright,Ask The Warden,Glosha Sally's recent starts have been likeable in general and should prove hard to catch. Always Bright looks set for a minor role.,"5/4 Glosha Sally, 9/4 Always Bright, 5/2 Ask The Warden, 15/2 Insane Ace, 9/1 Chic Le Freak",ASK THE WARDEN Ask The Warden has won all its races if in front at the second bend. Bet →,COMPLETE,
2026-09-12,Central Park,18:10,1401764,https://www.timeform.com/greyhound-racing/racecards/central-park/1810/2026-09-12/1401764,491m,HP,Insane Gee Two,Rydons Dream,Headford Toby,Insane Gee Two's overall form puts in it the frame but will need to avoid any trouble. Rydons Dream is favourite to play the lead supporting role.,"11/4 Insane Gee Two, 7/2 Headford Toby, 7/2 Rydons Dream, 11/2 Insane Investa, 11/2 Lemon Maxine, 11/2 Rydons Ranger",INSANE INVESTA G Andreas has a 25.93% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-12,Central Park,18:30,1401765,https://www.timeform.com/greyhound-racing/racecards/central-park/1830/2026-09-12/1401765,277m,D1,Headford Sirl,Yassoo Gee One,Eddies Gift,Headford Sirl's recent efforts have been likeable in general and should give backers a good run for their money. Eddies Gift looks best poised to take advantage if the selection goes awol.,"13/8 Headford Sirl, 9/4 Yassoo Gee One, 5/1 Eddies Gift, 7/1 Insane Mariela, 15/2 Keefill Zeus, 15/2 Blazeaway Noir",EDDIES GIFT Eddies Gift has won only 20% of races after leading at the first bend. Bet →,COMPLETE,
2026-09-12,Central Park,18:50,1401766,https://www.timeform.com/greyhound-racing/racecards/central-park/1850/2026-09-12/1401766,491m,A2,Drombeg Amble,Roaming Polly,Deelish Maggie,Drombeg Amble turned in a new best effort last time out and should soon be making the best of its way home. Deelish Maggie looks best poised to take advantage if the selection goes awol.,"6/4 Drombeg Amble, 3/1 Roaming Polly, 3/1 Deelish Maggie, 7/2 Heygood Lookin, 7/1 Capel Icon",HEYGOOD LOOKIN Heygood Lookin has won only 33.33% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-12,Central Park,19:10,1401767,https://www.timeform.com/greyhound-racing/racecards/central-park/1910/2026-09-12/1401767,277m,OR,Insane Shenen,Zari Mahoonagh,Ever So Thunder,Insane Shenen has a decent chance on the clock and has a fair chance of leading all the way. Zari Mahoonagh can emerge best of the remainder.,"9/4 Zari Mahoonagh, 9/4 Insane Shenen, 7/2 Ever So Thunder, 7/1 Miss Puddy, 9/1 Tassie Ted, 19/2 Mucky Murty",TASSIE TED A Kelly-pilgrim has a 33.33% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-12,Central Park,19:30,1401768,https://www.timeform.com/greyhound-racing/racecards/central-park/1930/2026-09-12/1401768,491m,OR3,Foxwood Christy,Zenith Sultan,Bushpark Cathal,Foxwood Christy is the fastest in this line up and looks to have been let in very lightly. Zenith Sultan is the probable runner up.,"1/5 Foxwood Christy, 7/2 Zenith Sultan, 5/1 Bushpark Cathal, 10/1 Maireads Diamond, 16/1 Bowes Hill News, 16/1 Slaneyside Ross",ZENITH SULTAN Zenith Sultan has won 9.09% of races despite being in the last pair at the second bend. Bet →,COMPLETE,
2026-09-12,Central Park,19:50,1401769,https://www.timeform.com/greyhound-racing/racecards/central-park/1950/2026-09-12/1401769,277m,OR,Emers Dex,Jacktavern Don,Crossbar,Emers Dex is holding form well and is up to winning this. Crossbar can pick up minor honours.,"11/8 Emers Dex, 5/2 Jacktavern Don, 5/2 Crossbar, 4/1 Francos Matt, 22/1 Gur Gur Granvile, 33/1 Sehnsa Amigo",CROSSBAR Crossbar has won only 25% of races after leading at the second bend. Bet →,COMPLETE,
2026-09-12,Central Park,20:10,1401770,https://www.timeform.com/greyhound-racing/racecards/central-park/2010/2026-09-12/1401770,491m,OR3,Scooby The Lady,Brunch Pal,Bubbly Hogan,Scooby The Lady is operating at a solid level lately and sets a fair standard. Brunch Pal won't be too far behind.,"7/4 Scooby The Lady, 9/4 Bubbly Hogan, 5/2 Brunch Pal, 7/1 Westwood Shay, 10/1 Watcha Gotcookin, 12/1 Savana Yahoo",SCOOBY THE LADY Scooby The Lady has won 80% of races if in front at the second bend. Bet →,COMPLETE,
2026-09-12,Central Park,20:30,1401771,https://www.timeform.com/greyhound-racing/racecards/central-park/2030/2026-09-12/1401771,664m,OR,Newinn Jolie,One More Tune,Early Storm,Newinn Jolie has been hard to fault in recent outings and has leading claims. One More Tune is likely also to go close.,"13/8 Newinn Jolie, 7/2 One More Tune, 4/1 Early Storm, 9/2 Front Polo, 11/2 Dereks Legend, 19/2 Glenhead Tom",FRONT POLO Front Polo has won all its races if in front at the second bend. Bet →,COMPLETE,
2026-09-12,Central Park,20:50,1401772,https://www.timeform.com/greyhound-racing/racecards/central-park/2050/2026-09-12/1401772,491m,OR,Havana Jetstream,Sonnys Lou Lou,Front Amara,Havana Jetstream is the salient early leader here and sets the bar high. Sonnys Lou Lou is likely to be close up as well.,"5/2 Havana Jetstream, 11/4 Sonnys Lou Lou, 7/2 Front Amara, 11/2 Bluebells Looker, 13/2 Insane Cuddles, 13/2 Earls Jacqueline",SONNYS LOU LOU Sonnys Lou Lou has won only 33.33% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-12,Central Park,21:10,1401773,https://www.timeform.com/greyhound-racing/racecards/central-park/2110/2026-09-12/1401773,664m,OR,Bowes Hill Bocko,Im Afraid Not,Millbank Rocco,Bowes Hill Bocko is operating at a solid level lately and sets a fair standard. Millbank Rocco won't be far away at the line too.,"11/4 Bowes Hill Bocko, 3/1 Im Afraid Not, 7/2 Best Miney, 4/1 Millbank Rocco, 5/1 Earls Ruby, 10/1 Charity",MILLBANK ROCCO Millbank Rocco has won no races after leading at the first bend. Bet →,COMPLETE,
2026-09-12,Central Park,21:30,1401774,https://www.timeform.com/greyhound-racing/racecards/central-park/2130/2026-09-12/1401774,491m,OR,No Nenono Yes,Woodys Banga,Windsor Times,No Nenono Yes looks marginally the pick of these but is likely to need to stay out of trouble. Woodys Banga looks destined for minor honours.,"5/2 Woodys Banga, 3/1 No Nenono Yes, 3/1 Windsor Times, 4/1 Roseville Icon, 9/1 Media Mogul, 10/1 Ima Rocket Fran",MEDIA MOGUL A Kelly-pilgrim has a 33.33% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-12,Doncaster,10:32,1402132,https://www.timeform.com/greyhound-racing/racecards/doncaster/1032/2026-09-12/1402132,275m,D2,Anchor Banken,Cockneys Zazu,Tommys Dolly,Anchor Banken has been hard to fault in recent races and just about gets the nod in this company. Cockneys Zazu is likely to be on the premises as well.,"6/5 Cockneys Zazu, 5/2 Anchor Banken, 7/2 Tommys Dolly, 9/2 Zero To Hero, 17/2 Hollyhill Tiny",ANCHOR BANKEN Anchor Banken has finished in the first two in 51.72% of races from this trap. Bet →,COMPLETE,
2026-09-12,Doncaster,10:48,1402133,https://www.timeform.com/greyhound-racing/racecards/doncaster/1048/2026-09-12/1402133,275m,D2,Aghaburren Milly,Grouchos Smasher,Cockneys Charm,Aghaburren Milly is operating at a solid level lately and sets a fair standard. Grouchos Smasher won't be far away at the line too.,"11/10 Aghaburren Milly, 9/4 Grouchos Smasher, 100/30 Cockneys Charm, 11/2 Manx Saskia, 17/2 Da President",MANX SASKIA Manx Saskia has won only 14.29% of races after leading at the second bend. Bet →,COMPLETE,
2026-09-12,Doncaster,11:04,1402134,https://www.timeform.com/greyhound-racing/racecards/doncaster/1104/2026-09-12/1402134,450m,B4,Water Diviner,Greenhill Mac,Flosses Fendi,Water Diviner has put together a good series of efforts lately and is much the one to aim at. Greenhill Mac should go well too.,"2/1 Greenhill Mac, 5/2 Water Diviner, 3/1 Flosses Fendi, 5/1 Gethoffame, 11/2 Glitter Moon",GETHOFFAME Gethoffame has won only 58.33% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-12,Doncaster,11:21,1402135,https://www.timeform.com/greyhound-racing/racecards/doncaster/1121/2026-09-12/1402135,450m,B3,Stoney Bono,Droopys Trendy,Dark Eddie,Stoney Bono is probably the safest recommendation but could need a clear passage to come home in front. Droopys Trendy looks the likeliest to finish second.,"13/8 Droopys Trendy, 11/5 Stoney Bono, 9/4 Dark Eddie, 13/2 Slaine Luna, 15/2 Ruffian Kimber",DARK EDDIE S Watson has a 27.27% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-12,Doncaster,11:38,1402136,https://www.timeform.com/greyhound-racing/racecards/doncaster/1138/2026-09-12/1402136,275m,D2,Jazza Rooney,Qwerty,Makeit Whisper,Jazza Rooney's recent runs have been likeable on the whole and should make a bold show. Qwerty seems likely to play second fiddle to the selection.,"13/8 Jazza Rooney, 13/8 Qwerty, 7/2 Makeit Whisper, 4/1 Millabbey Kitty, 10/1 Jazza Darcy",JAZZA DARCY Jazza Darcy has won only 45.45% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-12,Doncaster,11:54,1402137,https://www.timeform.com/greyhound-racing/racecards/doncaster/1154/2026-09-12/1402137,275m,D3,Killieford Zoe,Ballyrobin Liz,Grouchos Poppy,Killieford Zoe has a decent chance on the clock and could well make all the running. Ballyrobin Liz can come out best of the remainder.,"7/4 Killieford Zoe, 15/8 Ballyrobin Liz, 100/30 Grouchos Poppy, 6/1 Grouchos Holly, 6/1 Grouchos Rose",KILLIEFORD ZOE Killieford Zoe has finished in the first two in 51.16% of races from this class. Bet →,COMPLETE,
2026-09-12,Doncaster,12:12,1402138,https://www.timeform.com/greyhound-racing/racecards/doncaster/1212/2026-09-12/1402138,275m,D1,Sandwood Gabby,Mustang Mile,Ruffian Blue,Sandwood Gabby has good claims on expected final time and has a very clear chance. Mustang Mile is a contender as well.,"1/1 Sandwood Gabby, 9/4 Mustang Mile, 9/2 Ruffian Blue, 6/1 Favourite Place, 8/1 Grouchos Maverik",FAVOURITE PLACE Favourite Place has won only 54.84% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-12,Doncaster,12:29,1402139,https://www.timeform.com/greyhound-racing/racecards/doncaster/1229/2026-09-12/1402139,275m,D3,Leahs Pat,Rumble Strip,Romantic Dano,Leahs Pat appeals most albeit not by much and more of the same should just be good enough. Rumble Strip can come out best of the rest.,"5/6 Leahs Pat, 11/4 Rumble Strip, 4/1 Romantic Dano, 13/2 Active Hill, 13/2 Mahomes",ROMANTIC DANO S Watson has a 27.27% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-12,Doncaster,18:11,1402124,https://www.timeform.com/greyhound-racing/racecards/doncaster/1811/2026-09-12/1402124,483m,OR,Betweenthe Lines,Ballymac Kandoo,Aghaburren Lucas,Betweenthe Lines only just appeals most in this field but prospects might have to depend on getting a clear run. Ballymac Kandoo looks best poised to take advantage if the selection goes awol.,"11/8 Betweenthe Lines, 3/1 Ballymac Kandoo, 9/2 Final Frontier, 11/2 Aghaburren Lucas, 7/1 Grumpy Jacko, 9/1 Flyhigh Star",GRUMPY JACKO Grumpy Jacko has won all its races if in front at the third bend. Bet →,COMPLETE,
2026-09-12,Doncaster,18:29,1402125,https://www.timeform.com/greyhound-racing/racecards/doncaster/1829/2026-09-12/1402125,483m,OR,Aghaburren Luna,Headford Asher,Cascabel,Aghaburren Luna's recent runs have been likeable on the whole and should make a bold show. Headford Asher is likeliest to play second fiddle to the selection.,"13/8 Headford Asher, 7/4 Aghaburren Luna, 100/30 Cascabel, 11/2 Ballintubberstar, 15/2 Keefill Mo",KEEFILL MO Keefill Mo has won 20% of races despite being in the last pair at the third bend. Bet →,COMPLETE,
2026-09-12,Doncaster,18:46,1402126,https://www.timeform.com/greyhound-racing/racecards/doncaster/1846/2026-09-12/1402126,483m,OR,Magical Harper,Grouchos Champ,Whyaye Mister,Magical Harper took a big step forward last time and should come home in front. Grouchos Champ could well be best of the others.,"4/5 Magical Harper, 9/4 Grouchos Champ, 9/2 Whyaye Mister, 6/1 Demba Bark, 9/1 Tromora Cross",GROUCHOS CHAMP Grouchos Champ has won all its races if in front at the fourth bend. Bet →,COMPLETE,
