Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-09-22,Central Park,18:14,1404192,https://www.timeform.com/greyhound-racing/racecards/central-park/1814/2026-09-22/1404192,277m,D2,Rudy Milly,Montana Jazz,Nineteen Bold,Rudy Milly is the selection on most of its recent efforts and should make a bold show. Barnora Noel can take advantage if the selection falters.,"9/4 Rudy Milly, 3/1 Barnora Noel, 7/2 Montana Jazz, 6/1 Nineteen Bold, 6/1 Barnfield Lola, 7/1 Samba Matt",MONTANA JAZZ Montana Jazz has won no races after leading at the second bend. Bet →,COMPLETE,
2026-09-22,Central Park,18:31,1404193,https://www.timeform.com/greyhound-racing/racecards/central-park/1831/2026-09-22/1404193,491m,HP,Rydons Dream,Devonshire Lad,Knockroe Lucy,Rydons Dream has early speed in abundance and looks to have been found a very good opportunity. Devonshire Lad is the most likely runner up.,"2/1 Devonshire Lad, 3/1 Rydons Dream, 4/1 Relevance, 4/1 Knockroe Lucy, 15/2 Insane Investa, 17/2 Super Cooper",DEVONSHIRE LAD Devonshire Lad has won only 50% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-22,Central Park,18:48,1404194,https://www.timeform.com/greyhound-racing/racecards/central-park/1848/2026-09-22/1404194,277m,D4,Footfield Betsy,Da Prophet,A Queens Bethany,Footfield Betsy holds an advantage on the clock and is difficult to oppose. Da Prophet is the pick of the remainder.,"2/1 Footfield Betsy, 2/1 Hollyoak Peace, 9/2 Swift Zelous, 9/2 Da Prophet, 8/1 A Queens Bethany, 10/1 Hollyhill Patsy",HOLLYHILL PATSY Hollyhill Patsy has finished in the first two in 66.67% of races from this class. Bet →,COMPLETE,
2026-09-22,Central Park,19:06,1404195,https://www.timeform.com/greyhound-racing/racecards/central-park/1906/2026-09-22/1404195,277m,D3,Doug Squirrel,Renaes Baby,Insane Ace,Doug Squirrel has put together a good series of efforts lately and is much the one to aim at. Renaes Baby should go well too.,"13/8 Doug Squirrel, 9/4 Renaes Baby, 5/1 Insane Ace, 7/1 Hollyoak Maggie, 15/2 Woodys Womble, 17/2 Hollyoak Doogal",HOLLYOAK MAGGIE Hollyoak Maggie has won only 53.85% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-22,Central Park,19:22,1404196,https://www.timeform.com/greyhound-racing/racecards/central-park/1922/2026-09-22/1404196,277m,D1,Butterbridge Seb,Eire Force Two,Front Shani,Butterbridge Seb has been hard to fault in recent runs and just about gets the nod in this company. Eire Force Two is likely to be thereabouts as well.,"5/2 Eire Force Two, 7/2 Butterbridge Seb, 7/2 Earls Rosie, 5/1 Front Shani, 5/1 King Wilson, 15/2 Bumble Brie",EARLS ROSIE Earls Rosie has won only 50% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-22,Central Park,19:39,1404197,https://www.timeform.com/greyhound-racing/racecards/central-park/1939/2026-09-22/1404197,491m,A1,Snowdon Mel,Insane Gee Two,Ballymac Pyramid,Snowdon Mel has recorded some fine efforts in recent runs and is going to be hard to haul in. Insane Gee Two seems sure to go well.,"5/2 Ballymac Pyramid, 3/1 Snowdon Mel, 4/1 Robinsons Clan, 9/2 Insane Gee Two, 5/1 Devonshire Ace, 7/1 No Nenono Yes",ROBINSONS CLAN Robinsons Clan has won 61.54% of races if in front at the first bend. Bet →,COMPLETE,
2026-09-22,Central Park,19:56,1404198,https://www.timeform.com/greyhound-racing/racecards/central-park/1956/2026-09-22/1404198,277m,D1,My Jaspie,Naughty Bonnie,King Pavarotti,My Jaspie is probably the safest recommendation but could need a clear passage to come home in front. Naughty Bonnie looks the likeliest to finish second.,"15/8 My Jaspie, 7/2 King Pavarotti, 4/1 Naughty Bonnie, 9/2 Da Lynx Effect, 13/2 Wilkinstown, 17/2 Insane Mariela",MY JASPIE My Jaspie has finished in the first two in 69.23% of races from this trap. Bet →,COMPLETE,
2026-09-22,Central Park,20:13,1404199,https://www.timeform.com/greyhound-racing/racecards/central-park/2013/2026-09-22/1404199,491m,A5,Hollyoak Ronald,Lemon Maxine,Hollyoak Prince,Hollyoak Ronald only just appeals most in this field but prospects might have to depend on avoiding trouble. Lemon Maxine looks best poised to take advantage if the selection goes awol.,"13/8 Hollyoak Prince, 2/1 Hollyoak Ronald, 7/2 Lemon Maxine, 9/2 King Cobain, 6/1 Footfield Josie",HOLLYOAK PRINCE Hollyoak Prince has finished in the first two in 52.63% of races from this class. Bet →,COMPLETE,
2026-09-22,Central Park,20:31,1404200,https://www.timeform.com/greyhound-racing/racecards/central-park/2031/2026-09-22/1404200,277m,D1,Front Risk,Autumn Mary,Ballydoyle Megan,Front Risk has an edge on on expected final time and has a fair chance of leading all the way. Autumn Mary can emerge best of the rest.,"2/1 Front Risk, 3/1 Autumn Mary, 3/1 Ballydoyle Megan, 5/1 Swift Yesterday, 6/1 Lady Kitty, 14/1 Tickets Jake",BALLYDOYLE MEGAN Ballydoyle Megan has won all its races if in front at the third bend. Bet →,COMPLETE,
2026-09-22,Central Park,20:47,1404201,https://www.timeform.com/greyhound-racing/racecards/central-park/2047/2026-09-22/1404201,491m,A1,Droopys Topnotch,Bower Kerry,Distant Power,Droopys Topnotch only just appeals most of these but prospects might have to depend on luck in running. Bower Kerry looks second best in this race.,"6/4 Droopys Topnotch, 5/2 Bower Kerry, 9/2 Distant Power, 5/1 One More Tune, 17/2 Savana Yahoo, 10/1 Swift What",ONE MORE TUNE One More Tune has finished in the first two in 51.06% of races from this trap. Bet →,COMPLETE,
