Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-09-13,Doncaster,10:32,1402166,https://www.timeform.com/greyhound-racing/racecards/doncaster/1032/2026-09-13/1402166,275m,D2,Tullycanna Lass,Jazza Lila,Gotacrushonyou,Tullycanna Lass has been running creditably of late and is just about the pick in this company. Jazza Lila looks the likeliest to chase the winner home.,"13/8 Jazza Lila, 7/4 Tullycanna Lass, 4/1 Gotacrushonyou, 11/2 Grouchos Davy, 6/1 Another Phoenix",TULLYCANNA LASS S Watson has a 29.41% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-13,Doncaster,10:48,1402167,https://www.timeform.com/greyhound-racing/racecards/doncaster/1048/2026-09-13/1402167,275m,D2,Easy Kite,Archies Gamble,Slaneyside Time,Easy Kite looks to have marginally the best chance but might well need a clear passage to come home in front. Archies Gamble won't be far away.,"13/8 Easy Kite, 3/1 Slaneyside Time, 3/1 Archies Gamble, 7/2 Heathmill Barron, 7/1 Tommys Light",HEATHMILL BARRON Heathmill Barron has won only 47.62% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-13,Doncaster,11:04,1402168,https://www.timeform.com/greyhound-racing/racecards/doncaster/1104/2026-09-13/1402168,275m,D2,Kanturk Signet,Flashing Style,Redbrick Daisy,Kanturk Signet has been running well and is just about the pick in this field. Flashing Style seems sure to go well.,"7/4 Kanturk Signet, 3/1 Redbrick Daisy, 3/1 Flashing Style, 7/2 Luminous Dream, 6/1 Vinegarhill Kurn",KANTURK SIGNET Kanturk Signet has finished in the first two in 63.64% of races from this trap. Bet →,COMPLETE,
2026-09-13,Doncaster,11:21,1402169,https://www.timeform.com/greyhound-racing/racecards/doncaster/1121/2026-09-13/1402169,483m,A1,Bombay Fantasy,Redbrick Adele,Ferryforth Cody,Bombay Fantasy's overall form just puts it out in front but will need to avoid any slip ups. Ferryforth Cody looks set to play the lead supporting role.,"7/4 Bombay Fantasy, 11/4 Redbrick Adele, 3/1 Ferryforth Cody, 5/1 No Coverage, 11/2 Ivy Hill Stella",IVY HILL STELLA Ivy Hill Stella has finished in the first two in 69.23% of races from this trap. Bet →,COMPLETE,
2026-09-13,Doncaster,11:38,1402170,https://www.timeform.com/greyhound-racing/racecards/doncaster/1138/2026-09-13/1402170,450m,B6,Glitter Cooky,Please Ailbhe,Lonsome Boatman,Glitter Cooky is expected to be in a clear lead early and is well up to winning this readily. Please Ailbhe appeals most of the rest.,"11/8 Glitter Cooky, 6/4 Please Ailbhe, 7/1 Lonsome Boatman, 7/1 Excuse The Mess, 7/1 Droopys Podium",DROOPYS PODIUM S Watson has a 29.41% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-13,Doncaster,11:54,1402171,https://www.timeform.com/greyhound-racing/racecards/doncaster/1154/2026-09-13/1402171,450m,B3,Ruffian Floss,Redbrick Nuke,Real Gone Kid,Ruffian Floss has good claims on likely final time and has claims second to none. Redbrick Nuke is also likely to be thereabouts.,"15/8 Ruffian Floss, 5/2 Redbrick Nuke, 7/2 Ballinabola Moly, 4/1 Millhouse Ian, 9/2 Real Gone Kid",BALLINABOLA MOLY Ballinabola Moly has finished in the first two in 53.33% of races from this class. Bet →,COMPLETE,
2026-09-13,Doncaster,12:12,1402172,https://www.timeform.com/greyhound-racing/racecards/doncaster/1212/2026-09-13/1402172,450m,B2,Annual Mason,Redbrick Beckham,Magical Boss,Annual Mason has generally been running well and is just about the pick in this field. Redbrick Beckham seems sure to go well.,"1/1 Annual Mason, 11/10 Redbrick Beckham, 11/2 Magical Boss, 8/1 Send For You, 12/1 Good Lossie",MAGICAL BOSS Magical Boss has won 66.67% of races if in front at the first bend. Bet →,COMPLETE,
2026-09-13,Doncaster,12:29,1402173,https://www.timeform.com/greyhound-racing/racecards/doncaster/1229/2026-09-13/1402173,450m,B3,Kanturk Bella,Good Berry,Easy Ozzie,Kanturk Bella has put together a good series of efforts lately and is much the one to aim at. Good Berry should go well too.,"5/4 Kanturk Bella, 9/4 Good Berry, 4/1 Easy Ozzie, 5/1 Zari Sam, 11/2 Two Headcases",KANTURK BELLA Kanturk Bella has finished in the first two in 58.33% of races from this trap. Bet →,COMPLETE,
2026-09-13,Doncaster,12:46,1402174,https://www.timeform.com/greyhound-racing/racecards/doncaster/1246/2026-09-13/1402174,275m,D4,Railteen Sarah,Miss Mini Lulu,Hollyhill Blake,Railteen Sarah looks marginally the pick of this bunch but might have to depend on luck in running. Miss Mini Lulu is the most likely runner up.,"9/4 Railteen Sarah, 5/2 Miss Mini Lulu, 5/2 Hollyhill Blake, 100/30 Skirk Mia, 17/2 Lissan Bro",LISSAN BRO Lissan Bro has won 16.22% of races despite being in the last pair at the first bend. Bet →,COMPLETE,
2026-09-13,Hove,14:23,1402154,https://www.timeform.com/greyhound-racing/racecards/hove/1423/2026-09-13/1402154,500m,A3,Azura Star,Swift Jarvis,Newinn Noddy,Azura Star has the best chance albeit not by much but can't afford for much to go wrong. Swift Jarvis is likely also to go close.,"11/10 Azura Star, 3/1 Swift Jarvis, 7/2 Newinn Noddy, 9/2 Razldazl Royco, 11/2 Elite Scott",SWIFT JARVIS Swift Jarvis has won 25% of races despite being in the last pair at the first bend. Bet →,COMPLETE,
