Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-09-17,Central Park,14:23,1403278,https://www.timeform.com/greyhound-racing/racecards/central-park/1423/2026-09-17/1403278,277m,D2,Kereight Pat,Bawnfune Belle,Speedy Uso,Kereight Pat has put together a solid series of efforts lately and is probably the one to beat. Bawnfune Belle appeals most of the remainder.,"3/1 Bawnfune Belle, 4/1 Kereight Pat, 4/1 Up Ta Hill, 9/2 Wilkinstown, 9/2 Speedy Uso, 11/2 Savana Mai",KEREIGHT PAT Kereight Pat has won no races after leading at the first bend. Bet →,COMPLETE,
2026-09-17,Central Park,14:41,1403279,https://www.timeform.com/greyhound-racing/racecards/central-park/1441/2026-09-17/1403279,491m,HP,Deelish Nice,Insane Investa,Lemon Maxine,Deelish Nice just about edges it as the selection but hasn't much room for error. Insane Investa should go well too.,"15/8 Deelish Nice, 7/2 Lemon Maxine, 9/2 Insane Investa, 9/2 Coonough View, 5/1 Capel Icon, 17/2 Jaguar Enable",CAPEL ICON Capel Icon has won 7.69% of races despite being in the last pair at the fourth bend. Bet →,COMPLETE,
2026-09-17,Central Park,15:01,1403280,https://www.timeform.com/greyhound-racing/racecards/central-park/1501/2026-09-17/1403280,277m,D3,Barnfield Mojo,Autumn Breeze,Insane Ace,Barnfield Mojo is probably the best recommendation but could need a clear passage to come home first. Autumn Breeze looks the likeliest to chase the winner home.,"9/4 Barnfield Mojo, 7/2 Autumn Breeze, 4/1 Insane Ace, 4/1 Stophers Pumpkin, 9/2 Hollyoak Mable, 17/2 Hollyoak Doogal",INSANE ACE Insane Ace has won only 31.43% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-17,Central Park,15:19,1403281,https://www.timeform.com/greyhound-racing/racecards/central-park/1519/2026-09-17/1403281,491m,A2,Devonshire Lad,Windsor Times,Roaming Polly,Devonshire Lad is very likely to be able to dictate early and sets a very good standard. Windsor Times will be on the premises too.,"5/4 Devonshire Lad, 2/1 Windsor Times, 9/2 Roaming Polly, 11/2 Deelish Maggie, 13/2 Westwood Gem",DEVONSHIRE LAD Devonshire Lad has won only 50% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-17,Central Park,15:38,1403282,https://www.timeform.com/greyhound-racing/racecards/central-park/1538/2026-09-17/1403282,277m,D1,Baggios Diva,Autumn Jane,Earls Rosie,Baggios Diva has been running creditably of late and is just about the pick in this company. Autumn Jane looks the likeliest to finish second.,"6/5 Baggios Diva, 11/4 Autumn Jane, 7/2 Earls Rosie, 5/1 Foxwood Dolly, 15/2 Speedy Delilah",BAGGIOS DIVA Baggios Diva has finished in the first two in 56.25% of races from this trap. Bet →,COMPLETE,
2026-09-17,Central Park,15:57,1403283,https://www.timeform.com/greyhound-racing/racecards/central-park/1557/2026-09-17/1403283,491m,A1,Jumpstart Sarah,One More Tune,Savana Yahoo,Jumpstart Sarah looks marginally the best of these but is likely to need to put in a trouble-free round. One More Tune has the best prospects of the others.,"1/1 Jumpstart Sarah, 3/1 One More Tune, 4/1 Insane Cuddles, 4/1 Savana Yahoo, 13/2 Swift What",JUMPSTART SARAH Jumpstart Sarah has won only 52.63% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-17,Central Park,16:16,1403284,https://www.timeform.com/greyhound-racing/racecards/central-park/1616/2026-09-17/1403284,277m,D4,Traceys Mol,Hollyoak Cleo,Front Dilemma,Traceys Mol continues to run operate somewhere near current peak and has a fair chance. Hollyoak Cleo can't hope for much better than second.,"15/8 Hollyoak Cleo, 2/1 Traceys Mol, 9/4 Front Dilemma, 4/1 Rallying Lucy, 14/1 Footfield Bucko",FOOTFIELD BUCKO Footfield Bucko has won only 50% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-17,Central Park,16:34,1403285,https://www.timeform.com/greyhound-racing/racecards/central-park/1634/2026-09-17/1403285,491m,A2,Beach Bar,Beach Time,Ballymac Pyramid,Beach Bar has been running well and is just about the pick in this field. Beach Time seems only to have second to aim at.,"5/6 Ballymac Pyramid, 11/4 Beach Bar, 4/1 Beach Time, 6/1 Windsor Beauty, 6/1 Ima Rocket Fran",BEACH TIME Beach Time has won all its races if in front at the third bend. Bet →,COMPLETE,
2026-09-17,Central Park,16:53,1403286,https://www.timeform.com/greyhound-racing/racecards/central-park/1653/2026-09-17/1403286,277m,D1,Autumn Mary,Stophers Trick,Ballydoyle Megan,Autumn Mary is better than ever judged on its latest start and has very good claims. Stophers Trick is the pick of the rest.,"11/8 Autumn Mary, 7/4 Ballydoyle Megan, 7/2 Stophers Trick, 13/2 Insane Mariela, 9/1 Innfield Hunter",BALLYDOYLE MEGAN J J Luckhurst has a 25.93% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-17,Central Park,17:12,1403287,https://www.timeform.com/greyhound-racing/racecards/central-park/1712/2026-09-17/1403287,277m,D2,Kereight Belle,Aero Spears,Aphantasia,Kereight Belle continues in form and could be difficult to catch. Aphantasia can beat the rest.,"9/4 Kereight Belle, 5/2 Aphantasia, 3/1 Lively Gezza, 11/2 Aero Spears, 7/1 Santas Ferrari, 14/1 Scary Moll Dolls",SANTAS FERRARI Santas Ferrari has won all its races if in front at the fourth bend. Bet →,COMPLETE,
2026-09-17,Central Park,17:31,1403288,https://www.timeform.com/greyhound-racing/racecards/central-park/1731/2026-09-17/1403288,277m,D4,Burgess Sophia,Bling Bling Musk,Scilly Willow,Burgess Sophia appeals most albeit not by much and more of the same should just be good enough. Bling Bling Musk can emerge best of the remainder.,"15/8 Scilly Willow, 3/1 Bling Bling Musk, 100/30 Burgess Sophia, 7/2 Hollyoak Artemis, 15/2 Stophers Dorito",BURGESS SOPHIA Burgess Sophia has won no races after leading at the first bend. Bet →,COMPLETE,
2026-09-17,Central Park,17:49,1403289,https://www.timeform.com/greyhound-racing/racecards/central-park/1749/2026-09-17/1403289,491m,A1,Insane Gee Two,King Iggy,Ever So Cheerio,Insane Gee Two has slender claims but can't afford any slip ups. King Iggy is also likely to be thereabouts.,"5/2 King Iggy, 5/2 Insane Gee Two, 11/4 Ever So Cheerio, 3/1 Westwood Betty, 13/2 No Nenono Yes",INSANE GEE TWO Insane Gee Two has the time to be at least 1 length behind at the sectional point. Bet →,COMPLETE,
2026-09-17,Dunstall Park,14:29,1403171,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1429/2026-09-17/1403171,270m,D4,Hillend Julie,Motherland,Elemjay Lass,Hillend Julie is in good heart right now and seems likely to take the beating. Motherland will be on the premises too.,"9/4 Hillend Julie, 5/2 Motherland, 7/2 Slow Joe, 9/2 Elemjay Lass, 6/1 Shadow Diva, 12/1 Crokers Ella",CROKERS ELLA Crokers Ella has won only 20% of races after leading at the first bend. Bet →,COMPLETE,
2026-09-17,Dunstall Park,14:48,1403172,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1448/2026-09-17/1403172,480m,A3,Eyrehill Samson,Bombay Tilda,Sister Grace,Eyrehill Samson's recent runs have been likeable on the whole and should make a bold show. Bombay Tilda seems likely to play second fiddle to the selection.,"5/2 Eyrehill Samson, 7/2 Bombay Tilda, 4/1 Sister Grace, 9/2 Avarua Flight, 11/2 Antigua Lumiere, 6/1 Hi Ash",ANTIGUA LUMIERE Antigua Lumiere has finished in the first two in 54.55% of races from this class. Bet →,COMPLETE,
2026-09-17,Dunstall Park,15:07,1403173,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1507/2026-09-17/1403173,480m,A2,Ballymac Og,First Ambition,Kiltealy,Ballymac Og is in good heart right now and seems likely to take the beating. Kingdom Bucks will be on the premises too.,"5/2 First Ambition, 7/2 Kiltealy, 4/1 Ballymac Og, 9/2 Kingdom Bucks, 9/2 Lynnia Da Devil, 7/1 Glenrock Ace",GLENROCK ACE Glenrock Ace has won only 61.90% of races after leading at the fourth bend. Bet →,COMPLETE,
2026-09-17,Dunstall Park,15:26,1403174,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1526/2026-09-17/1403174,480m,A5,Mohican Bale,Mercia Artemis,Swift Zaria,Mohican Bale has run plenty of good races recently and is probably the one to beat. Mercia Artemis has the best prospects of the remainder.,"13/8 Mohican Bale, 4/1 Mercia Artemis, 9/2 Small Parcel, 5/1 Swift Zaria, 7/1 Eagles Ebz, 7/1 Ivy Hill Archie",EAGLES EBZ D T Smith has a 26.67% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-17,Dunstall Park,15:44,1403175,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1544/2026-09-17/1403175,480m,A6,Aldean Spice,On The Razl,Knock Voodoo,Aldean Spice has recorded some excellent efforts in recent starts and is a major player. On The Razl looks only to be playing for second.,"6/4 Aldean Spice, 9/2 Knock Voodoo, 5/1 On The Razl, 11/2 Scarsdale Sue, 11/2 Rockmount Junior, 13/2 Slippy Alan",KNOCK VOODOO Knock Voodoo has finished in the first two in 52.46% of races from this trap. Bet →,COMPLETE,
2026-09-17,Dunstall Park,16:03,1403176,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1603/2026-09-17/1403176,270m,D3,Mainoos Girl,Bannan Dubhg,Society Paddy,Mainoos Girl's recent starts have been likeable in general and should prove hard to catch. Society Paddy is favourite to play the lead supporting role.,"100/30 Bannan Dubhg, 7/2 Society Paddy, 7/2 Mainoos Girl, 4/1 Crokers Delight, 9/2 Klassical Model, 8/1 Chiti Khabootri",MAINOOS GIRL Mainoos Girl has won 25% of races despite being in the last pair at the first bend. Bet →,COMPLETE,
2026-09-17,Dunstall Park,16:22,1403177,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1622/2026-09-17/1403177,480m,A4,Detroit Sonny,Southwind Ned,Bullseye Bob,Detroit Sonny is at the top of its game right now and is going to be hard to reel in. Southwind Ned should go close too.,"11/4 Detroit Sonny, 3/1 Southwind Ned, 7/2 Bullseye Bob, 5/1 Dapper Chunky, 13/2 Saint Arion, 8/1 Whoops Larry",DETROIT SONNY D T Smith has a 26.67% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-17,Dunstall Park,16:41,1403178,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1641/2026-09-17/1403178,480m,A8,Keplar Danzig,Limekiln Pam,Lemon Yoli,Keplar Danzig put up a personal effort last time out and is the one to beat. Limekiln Pam can pick up the pieces.,"5/4 Keplar Danzig, 9/4 Limekiln Pam, 5/1 Firecrackerheidi, 7/1 Lemon Yoli, 15/2 Bluntys Blue Eye, 12/1 Roanna Dizzy",LEMON YOLI Lemon Yoli has finished in the first two in 10% of races from this trap. Bet →,COMPLETE,
2026-09-17,Dunstall Park,16:59,1403179,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1659/2026-09-17/1403179,270m,D2,Southfield Ace,Lynnia Cymru,Bensons Boone,Southfield Ace is operating at a solid level lately and sets a fair standard. Bensons Boone won't be far away at the line too.,"7/2 Southfield Ace, 4/1 Lynnia Cymru, 4/1 Bensons Boone, 4/1 Al Be Chloe, 11/2 Woolleys Wonder, 11/2 Elsies Aoife",SOUTHFIELD ACE Southfield Ace has finished in the first two in 68.42% of races from this trap. Bet →,COMPLETE,
2026-09-17,Dunstall Park,17:18,1403180,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1718/2026-09-17/1403180,270m,D1,Groveshill Boss,Da Rocky,Skinnylittlemiss,Groveshill Boss is narrowly favoured all things considered but could need a clear passage to come home first. Skinnylittlemiss looks a clear second best.,"5/2 Groveshill Boss, 11/4 Da Rocky, 4/1 Skinnylittlemiss, 11/2 Transfusion, 13/2 Pennys Edge, 9/1 Yahoo Gavin",PENNYS EDGE Pennys Edge has won all its races if in front at the fourth bend. Bet →,COMPLETE,
2026-09-17,Dunstall Park,17:37,1403181,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1737/2026-09-17/1403181,480m,A3,Ballymac Shelly,Brosna Height,Heatseeker,Ballymac Shelly looks marginally the pick of this bunch but might have to depend on luck in running. Brosna Height is the most likely runner up.,"6/5 Ballymac Shelly, 100/30 Heatseeker, 7/2 Brosna Height, 17/2 Shortwood Design, 17/2 Popstar Rose, 10/1 Moulton Mickey",POPSTAR ROSE Popstar Rose has won 20% of races despite being in the last pair at the first bend. Bet →,COMPLETE,
2026-09-17,Dunstall Park,17:56,1403182,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1756/2026-09-17/1403182,270m,D3,Crokers Eimear,Shockwave Salina,Scarborough Lucy,Crokers Eimear has been hard to fault in recent outings and has leading claims. Shockwave Salina is likely also to go close.,"15/8 Crokers Eimear, 7/2 Shockwave Salina, 4/1 Scarborough Lucy, 9/2 False Warrior, 15/2 Blazeaway Jorge, 17/2 Blazeaway Drip",FALSE WARRIOR False Warrior has finished in the first two in 51.35% of races from this trap. Bet →,COMPLETE,
2026-09-17,Hove,18:08,1402961,https://www.timeform.com/greyhound-racing/racecards/hove/1808/2026-09-17/1402961,500m,A2,Bu Han Tag,Candolim Tornado,Tell On Olivia,Bu Han Tag is running really well right now and sets a good standard. Candolim Tornado should come out best of the rest.,"6/4 Candolim Tornado, 11/4 Bu Han Tag, 4/1 Tell On Olivia, 4/1 Mertonaby Gigi, 11/2 Clonkeen Jim",CLONKEEN JIM Clonkeen Jim has won only 20% of races after leading at the first bend. Bet →,COMPLETE,
2026-09-17,Hove,18:26,1402962,https://www.timeform.com/greyhound-racing/racecards/hove/1826/2026-09-17/1402962,500m,A1,Antigua Luigi,Broncos Bullet,Glideaway Joey,Antigua Luigi is holding form well and is up to winning this. Broncos Bullet can pick up minor honours.,"9/4 Antigua Luigi, 11/4 Broncos Bullet, 11/4 Westwood Jet, 3/1 Glideaway Joey, 7/1 Seomra Hachi",BRONCOS BULLET Broncos Bullet has won 12% of races despite being in the last pair at the second bend. Bet →,COMPLETE,
