Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-08-30,Doncaster,10:32,1398536,https://www.timeform.com/greyhound-racing/racecards/doncaster/1032/2026-08-30/1398536,275m,D2,Redbrick Daisy,Qwerty,Cockneys Charm,Redbrick Daisy is running very well right now as recent efforts indicate and sets a solid standard. Qwerty will be in the mix too.,"10/11 Redbrick Daisy, 9/4 Qwerty, 4/1 Cockneys Charm, 6/1 Aghaburren Milly, 17/2 Hasty Sheila",AGHABURREN MILLY Aghaburren Milly has won 64.29% of races if in front at the first bend. Bet →,COMPLETE,
2026-08-30,Doncaster,10:48,1398537,https://www.timeform.com/greyhound-racing/racecards/doncaster/1048/2026-08-30/1398537,450m,B3,Keefill Storm,Ferryforth Axel,Thirty Bear,Keefill Storm has been operating at a solid level lately and is just about the pick in this company. Ferryforth Axel looks the likeliest to chase the winner home.,"9/4 Keefill Storm, 5/2 Thirty Bear, 3/1 Ferryforth Axel, 7/2 Posh Scart, 5/1 Tommys Ruth",KEEFILL STORM Keefill Storm has the time to be at least 1 length behind at the sectional point. Bet →,COMPLETE,
2026-08-30,Doncaster,11:04,1398538,https://www.timeform.com/greyhound-racing/racecards/doncaster/1104/2026-08-30/1398538,275m,D1,Kanturk Signet,Sandwood Gabby,Luminous Dream,Kanturk Signet has been running well and is just about the pick in this field. Sandwood Gabby ought to go close as well.,"11/4 Sandwood Gabby, 11/4 Luminous Dream, 11/4 Kanturk Signet, 7/2 Gotacrushonyou, 5/1 Ling Ling",LUMINOUS DREAM Luminous Dream has finished in the first two in 61.54% of races from this trap. Bet →,COMPLETE,
2026-08-30,Doncaster,11:21,1398539,https://www.timeform.com/greyhound-racing/racecards/doncaster/1121/2026-08-30/1398539,450m,B3,Good Berry,Kanturk Bella,Comer Penny,Good Berry looks to have narrowly the best credentials but prospects might have to depend on avoiding trouble. Kanturk Bella can take advantage if the selection trips up.,"6/4 Good Berry, 7/4 Kanturk Bella, 9/2 Comer Penny, 9/2 Knockdrum Crypto, 6/1 Greenhill Mac",GOOD BERRY Good Berry has finished in the first two in 55.88% of races from this trap. Bet →,COMPLETE,
2026-08-30,Doncaster,11:38,1398540,https://www.timeform.com/greyhound-racing/racecards/doncaster/1138/2026-08-30/1398540,275m,D2,Grouchos Davy,Gizmo Puma,Hut Fitter,Grouchos Davy appeals best of these by a narrow margin and more of the same likely to be good enough. Gizmo Puma can beat the rest.,"2/1 Gizmo Puma, 11/4 Grouchos Davy, 7/2 Hut Fitter, 4/1 Da President, 4/1 Seabrooke",GIZMO PUMA Gizmo Puma has won 15.38% of races despite being in the last pair at the second bend. Bet →,COMPLETE,
2026-08-30,Doncaster,11:54,1398541,https://www.timeform.com/greyhound-racing/racecards/doncaster/1154/2026-08-30/1398541,450m,B1,Droopys Freebie,Annual Mason,Ballinderry Luna,Droopys Freebie appeals most albeit not by much and more of the same should just be good enough. Annual Mason can emerge best of the rest.,"15/8 Droopys Freebie, 11/5 Annual Mason, 100/30 Ballinderry Luna, 7/2 Put Things Right, 8/1 Gothic Joshua",GOTHIC JOSHUA Gothic Joshua has won 63.64% of races if in front at the first bend. Bet →,COMPLETE,
2026-08-30,Doncaster,12:12,1398542,https://www.timeform.com/greyhound-racing/racecards/doncaster/1212/2026-08-30/1398542,483m,A2,Redbrick Adele,Grouchos Emily,Transfer Girl,Redbrick Adele's overall form puts in it the frame but will need to avoid any trouble. Grouchos Emily looks cast for a lead supporting role.,"10/11 Redbrick Adele, 5/2 Grouchos Emily, 3/1 Grouchos Sally, 15/2 Transfer Girl, 17/2 Killduff Sasha",REDBRICK ADELE Redbrick Adele has finished in the first two in 61.11% of races from this class. Bet →,COMPLETE,
2026-08-30,Doncaster,12:29,1398543,https://www.timeform.com/greyhound-racing/racecards/doncaster/1229/2026-08-30/1398543,450m,B2,No Coverage,Trewmount Fury,Mossend Chip,"No Coverage has the best expected final time of these, surprise if not in front at the first bend and is the one they all have to beat. Trewmount Fury should also give a good account.","5/4 No Coverage, 11/4 Trewmount Fury, 3/1 Mossend Chip, 9/2 Grouchos Queen, 17/2 Ruffian Kimber",TREWMOUNT FURY J W Gaskin has a 33.33% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-08-30,Hove,14:23,1398995,https://www.timeform.com/greyhound-racing/racecards/hove/1423/2026-08-30/1398995,500m,A7,Seomra Pipp,Gigis Parachute,Spotondelilarose,Seomra Pipp appeals best of these by a narrow margin and more of the same likely to be good enough. Gigis Parachute can beat the rest.,"5/2 Seomra Pipp, 4/1 Spotondelilarose, 9/2 Gigis Parachute, 9/2 Punk Rock Puff, 9/2 Courancove Wild, 5/1 Kates Bart",COURANCOVE WILD Courancove Wild has won all its races if in front at the fourth bend. Bet →,COMPLETE,
2026-08-30,Hove,14:41,1398996,https://www.timeform.com/greyhound-racing/racecards/hove/1441/2026-08-30/1398996,500m,A9,Beanos Andy,Southdowns Rose,Elite Wilson,Beanos Andy has put together a solid series of recent efforts and is probably the one to beat. Southdowns Rose has the best prospects of the rest.,"11/4 Southdowns Rose, 100/30 Beanos Andy, 4/1 Elite Wilson, 5/1 Cant Hurry Love, 11/2 Yankee Molly, 6/1 Rifle Bullet",BEANOS ANDY Beanos Andy has won only 33.33% of races after leading at the fourth bend. Bet →,COMPLETE,
