Date,Track,RaceTime,RaceID,RaceURL,Distance,Grade,AnalystVerdict1,AnalystVerdict2,AnalystVerdict3,AnalystNarrative,BettingForecast,SmartStats,Status,Issues
2026-09-09,Doncaster,14:33,1401444,https://www.timeform.com/greyhound-racing/racecards/doncaster/1433/2026-09-09/1401444,275m,D3,Cockneys Elsa,Railteen Sarah,Miss Mini Lulu,Cockneys Elsa's recent efforts make it the one to beat here and will prove hard to catch. Railteen Sarah is favourite to play the lead supporting role.,"100/30 Cockneys Elsa, 7/2 Railteen Sarah, 4/1 Duggies Dance, 4/1 Miss Mini Lulu, 9/2 Shanahee Brian, 6/1 Natural Clover",DUGGIES DANCE Duggies Dance has won only 50% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-09,Doncaster,14:52,1401445,https://www.timeform.com/greyhound-racing/racecards/doncaster/1452/2026-09-09/1401445,275m,D5,Cockneys Zara,Ballymac Nagini,Fond Favourite,Cockneys Zara is operating at a good level lately and sets a fair standard. Fond Favourite won't be far away at the line too.,"15/8 Fond Favourite, 11/4 Ballymac Nagini, 7/2 Cockneys Zara, 7/2 Skidrow Breeze, 13/2 Skilled Warrior",FOND FAVOURITE Fond Favourite has won all its races if in front at the second bend. Bet →,COMPLETE,
2026-09-09,Doncaster,15:11,1401446,https://www.timeform.com/greyhound-racing/racecards/doncaster/1511/2026-09-09/1401446,275m,D3,Avongate Queen,Late Lola,Cockneys Zeus,Avongate Queen has been hard to fault in recent races and has leading claims. Late Lola is likely to be in the mix too.,"7/4 Avongate Queen, 5/2 Late Lola, 11/4 Cockneys Zeus, 13/2 Cockney Tan, 15/2 Savana Brendo",LATE LOLA Late Lola has won only 41.86% of races after leading at the third bend. Bet →,COMPLETE,
2026-09-09,Doncaster,15:29,1401447,https://www.timeform.com/greyhound-racing/racecards/doncaster/1529/2026-09-09/1401447,275m,D2,Easy Kite,Dellser Paidi,Ballymac Hanson,Easy Kite has good claims on likely final time and has leading claims. Dellser Paidi is likely also to go close.,"9/4 Dellser Paidi, 5/2 Easy Kite, 3/1 Ballymac Hanson, 4/1 Minnies Alyosha, 6/1 Easy Stump",EASY KITE Easy Kite has finished in the first two in 56.25% of races from this trap. Bet →,COMPLETE,
2026-09-09,Doncaster,15:49,1401448,https://www.timeform.com/greyhound-racing/racecards/doncaster/1549/2026-09-09/1401448,275m,D4,Grouchos Gail,Creative Way,Boughtinmulcahys,Grouchos Gail has put together plenty of good efforts recently and has prime claims. Creative Way is likely to be thereabouts too.,"13/8 Grouchos Gail, 15/8 Boughtinmulcahys, 9/4 Creative Way, 9/2 Moss Tang Sally, 18/1 Cockneys Gunner",CREATIVE WAY Creative Way has won all its races if in front at the fourth bend. Bet →,COMPLETE,
2026-09-09,Doncaster,16:07,1401449,https://www.timeform.com/greyhound-racing/racecards/doncaster/1607/2026-09-09/1401449,450m,B2,Keady Cashout,Fast And Fierce,Rossa Kali,Keady Cashout has put together a good series of efforts lately and is much the one to aim at. Fast And Fierce should go well too.,"11/10 Keady Cashout, 3/1 Fast And Fierce, 4/1 Rossa Kali, 9/2 Busy Cailin, 5/1 Keady Storm",ROSSA KALI Rossa Kali has run to form in 6 of its last 10 races in last 60 days. Bet →,COMPLETE,
2026-09-09,Doncaster,16:26,1401450,https://www.timeform.com/greyhound-racing/racecards/doncaster/1626/2026-09-09/1401450,450m,B5,Zari Hunter,Flosses Mcqueen,Savana Sandy,Zari Hunter is just about best of these all things considered but can't afford to find trouble. Flosses Mcqueen is likely to be on the premises too.,"13/8 Zari Hunter, 2/1 Savana Sandy, 3/1 Flosses Mcqueen, 100/30 Cockney King Kev, 14/1 Easy Chloe",SAVANA SANDY Savana Sandy has finished in the first two in 54.84% of races from this trap. Bet →,COMPLETE,
2026-09-09,Doncaster,16:44,1401451,https://www.timeform.com/greyhound-racing/racecards/doncaster/1644/2026-09-09/1401451,275m,D4,Savana Trike,Please Ailbhe,Skirk Mia,Savana Trike is the one to beat judged on recent times and sets a very tall standard. Please Ailbhe won't be far away either.,"13/8 Please Ailbhe, 5/2 Savana Trike, 7/2 Skirk Mia, 4/1 Easy Find, 6/1 Diegos Talavara",SAVANA TRIKE Savana Trike has won only 33.33% of races after leading at the second bend. Bet →,COMPLETE,
2026-09-09,Doncaster,17:03,1401452,https://www.timeform.com/greyhound-racing/racecards/doncaster/1703/2026-09-09/1401452,275m,D4,Savana Trike,Easy Find,Skirk Mia,Savana Trike is the fastest of these and sets a tall standard. Easy Find is unlikely to be too far away.,"6/4 Savana Trike, 3/1 Skirk Mia, 3/1 Easy Find, 9/2 Diegos Talavara, 6/1 Glens Lucky Dip",EASY FIND D Calvert has a 26.47% winning strike rate in the last 7 days. Bet →,COMPLETE,
2026-09-09,Dunstall Park,18:08,1401172,https://www.timeform.com/greyhound-racing/racecards/dunstall-park/1808/2026-09-09/1401172,480m,A7,Darley Damage,Zaconey Maximus,Ashtons Rosalina,Darley Damage is at the top of its game right now and is going to be hard to reel in. Zaconey Maximus should go well too.,"1/1 Darley Damage, 3/1 Zaconey Maximus, 7/2 Ashtons Rosalina, 5/1 Wingates Woody, 6/1 Rapido Beat",ZACONEY MAXIMUS Zaconey Maximus has won all its races if in front at the second bend. Bet →,COMPLETE,
