date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-19,Central Park,18:30,3,Ballyhimikin Joe,"UK LAY Central Park Trap 3,4",10,110,491m,OR3,3,1,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-19,Central Park,18:50,3,Foxwood Zach,"UK LAY Central Park Trap 3,4",10,110,491m,OR3,OUTSIDE_TOP3,2,11/4,3.75,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 2, 11/4; decimal 3.75)"
2026-09-19,Central Park,19:30,3,Brunch Pal,"UK LAY Central Park Trap 3,4",10,110,491m,OR3,3,3,5/1,6.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-19,Central Park,19:50,4,Westwood Shay,"UK LAY Central Park Trap 3,4",10,110,491m,OR,1,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-19,Central Park,20:10,3,Headford Fiona,"UK LAY Central Park Trap 3,4",10,110,277m,OR,3,2,4/1,5.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-19,Central Park,20:10,4,Crossbar,"UK LAY Central Park Trap 3,4",10,110,277m,OR,2,2,4/1,5.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-19,Central Park,20:30,4,Im Afraid Not,"UK LAY Central Park Trap 3,4",10,110,664m,OR,2,3,9/2,5.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-19,Central Park,21:10,4,Annadown Warrior,"UK LAY Central Park Trap 3,4",10,110,491m,OR,1,1,4/9,1.4444,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-19,Doncaster,17:53,2,Cascabel,"UK LAY Doncaster Trap 2,6",6,120,483m,OR,3,3,9/2,5.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-19,Doncaster,18:11,2,Rockmount Kate,"UK LAY Doncaster Trap 2,6",6,120,661m,OR,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-19,Doncaster,18:29,2,Ballymac Panzara,"UK LAY Doncaster Trap 2,6",6,120,450m,OR,1,1,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-19,Doncaster,18:46,2,Droopys Gabby,"UK LAY Doncaster Trap 2,6",6,120,450m,OR,2,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
