Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Earls Jacqueline,WIN,18/09/2026 11:27,LAY,1,10,110,FALSE
Daily Strategy 2,Miami Eagle,WIN,18/09/2026 13:59,LAY,1,10,110,FALSE
Daily Strategy 2,Hollyoak Lisa,WIN,18/09/2026 13:59,LAY,1,10,110,FALSE
Daily Strategy 2,Adamant Breeze,WIN,18/09/2026 10:32,LAY,1,12,100,FALSE
Daily Strategy 2,Moaning Simone,WIN,18/09/2026 10:48,LAY,1,12,100,FALSE
Daily Strategy 2,Rhombus Lass,WIN,18/09/2026 11:21,LAY,1,12,100,FALSE
Daily Strategy 2,Moaning Wilson,WIN,18/09/2026 11:21,LAY,1,12,100,FALSE
Daily Strategy 2,Clodaghs Gift,WIN,18/09/2026 11:54,LAY,1,12,100,FALSE
Daily Strategy 2,Hollyhill Jimmy,WIN,18/09/2026 18:11,LAY,1,12,100,FALSE
Daily Strategy 2,Shortwood Ally,WIN,18/09/2026 18:29,LAY,1,12,100,FALSE
Daily Strategy 2,Yo Savana,WIN,18/09/2026 19:04,LAY,1,12,100,FALSE
Daily Strategy 2,Gothic Cheyenne,WIN,18/09/2026 19:42,LAY,1,12,100,FALSE
Daily Strategy 2,Rockmount Moe,WIN,18/09/2026 20:16,LAY,1,12,100,FALSE
Daily Strategy 2,Savanalittlelegs,WIN,18/09/2026 20:52,LAY,1,12,100,FALSE
Daily Strategy 2,Jumbos Mia,WIN,18/09/2026 21:09,LAY,1,12,100,FALSE
Daily Strategy 2,Savana Tir Nanog,WIN,18/09/2026 21:26,LAY,1,12,100,FALSE
Daily Strategy 2,Lundhill Alfie,WIN,18/09/2026 14:29,LAY,1,4,100,FALSE
Daily Strategy 2,Glenvale Jolly,WIN,18/09/2026 14:48,LAY,1,4,100,FALSE
Daily Strategy 2,Seven Oclock Bob,WIN,18/09/2026 16:03,LAY,1,4,100,FALSE
Daily Strategy 2,Norristown May,WIN,18/09/2026 17:18,LAY,1,4,100,FALSE
Daily Strategy 2,Inclement Magic,WIN,18/09/2026 17:37,LAY,1,4,100,FALSE
Daily Strategy 2,Flame Wood,WIN,18/09/2026 18:08,LAY,1,1.01,100,FALSE
Daily Strategy 2,Lavender Blue,WIN,18/09/2026 19:08,LAY,1,1.01,100,FALSE
Daily Strategy 2,Shelookslikefun,WIN,18/09/2026 18:23,LAY,1,9,100,FALSE
Daily Strategy 2,Hollyhope Lilly,WIN,18/09/2026 19:03,LAY,1,9,100,FALSE
Daily Strategy 2,Innfield Bucko,WIN,18/09/2026 20:23,LAY,1,9,100,FALSE
Daily Strategy 2,Trooper Trippett,WIN,18/09/2026 20:43,LAY,1,9,100,FALSE
Daily Strategy 2,Ballymac Indo,WIN,18/09/2026 14:23,LAY,1,4,100,FALSE
Daily Strategy 2,Unknown Path,WIN,18/09/2026 14:23,LAY,1,4,100,FALSE
Daily Strategy 2,Ballyquinsheldon,WIN,18/09/2026 14:41,LAY,1,4,100,FALSE
Daily Strategy 2,Coolavanny Steve,WIN,18/09/2026 14:41,LAY,1,4,100,FALSE
Daily Strategy 2,Catunda Stella,WIN,18/09/2026 15:01,LAY,1,4,100,FALSE
Daily Strategy 2,Fifis Lad,WIN,18/09/2026 15:01,LAY,1,4,100,FALSE
Daily Strategy 2,Cushie Seamie,WIN,18/09/2026 15:19,LAY,1,4,100,FALSE
Daily Strategy 2,Jackies Hero,WIN,18/09/2026 15:38,LAY,1,4,100,FALSE
Daily Strategy 2,Holmleigh Gill,WIN,18/09/2026 15:38,LAY,1,4,100,FALSE
Daily Strategy 2,Makeit Sheila,WIN,18/09/2026 16:16,LAY,1,4,100,FALSE
Daily Strategy 2,Ducleagh,WIN,18/09/2026 16:16,LAY,1,4,100,FALSE
Daily Strategy 2,Onthemissinglist,WIN,18/09/2026 16:34,LAY,1,4,100,FALSE
Daily Strategy 2,Makeit Power,WIN,18/09/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy 2,Makeit Juice,WIN,18/09/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy 2,Young Sheldon,WIN,18/09/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy 2,Choices Bev,WIN,18/09/2026 17:31,LAY,1,4,100,FALSE
Daily Strategy 2,Dark Lady,WIN,18/09/2026 17:31,LAY,1,4,100,FALSE
Daily Strategy 2,Trapstyle Sneezy,WIN,18/09/2026 17:49,LAY,1,4,100,FALSE
