Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Relevance,WIN,22/09/2026 18:31,LAY,1,10,110,FALSE
Daily Strategy 2,Woodys Womble,WIN,22/09/2026 19:06,LAY,1,10,110,FALSE
Daily Strategy 2,King Wilson,WIN,22/09/2026 19:22,LAY,1,10,110,FALSE
Daily Strategy 2,Insane Mariela,WIN,22/09/2026 19:56,LAY,1,10,110,FALSE
Daily Strategy 2,Tickets Jake,WIN,22/09/2026 20:31,LAY,1,10,110,FALSE
Daily Strategy 2,Savana Yahoo,WIN,22/09/2026 20:47,LAY,1,10,110,FALSE
Daily Strategy 2,Swift Ramona,WIN,22/09/2026 16:04,LAY,1,4,100,FALSE
Daily Strategy 2,Aero Dignity,WIN,22/09/2026 16:42,LAY,1,4,100,FALSE
Daily Strategy 2,Hollyhill Layla,WIN,22/09/2026 19:11,LAY,1,9,100,FALSE
Daily Strategy 2,Romantic Jake,WIN,22/09/2026 21:28,LAY,1,9,100,FALSE
Daily Strategy 2,Chiltern Lily,WIN,22/09/2026 21:46,LAY,1,9,100,FALSE
Daily Strategy 2,Miss Monaco,WIN,22/09/2026 18:08,LAY,1,4,100,FALSE
Daily Strategy 2,Savana Moo,WIN,22/09/2026 18:08,LAY,1,4,100,FALSE
Daily Strategy 2,Dublin Jimmy,WIN,22/09/2026 18:08,LAY,1,4,100,FALSE
Daily Strategy 2,Drews Fantasy,WIN,22/09/2026 18:26,LAY,1,4,100,FALSE
Daily Strategy 2,Salacres Frankie,WIN,22/09/2026 18:42,LAY,1,4,100,FALSE
Daily Strategy 2,Dairyland Jimmy,WIN,22/09/2026 18:42,LAY,1,4,100,FALSE
Daily Strategy 2,Rockstar Lilly,WIN,22/09/2026 18:59,LAY,1,4,100,FALSE
Daily Strategy 2,Hiya Carneiro,WIN,22/09/2026 18:59,LAY,1,4,100,FALSE
Daily Strategy 2,Twominutes Ellie,WIN,22/09/2026 19:16,LAY,1,4,100,FALSE
Daily Strategy 2,Toems Model,WIN,22/09/2026 19:16,LAY,1,4,100,FALSE
Daily Strategy 2,Antigua Bubble,WIN,22/09/2026 19:33,LAY,1,4,100,FALSE
Daily Strategy 2,Ollys Jill,WIN,22/09/2026 19:49,LAY,1,4,100,FALSE
Daily Strategy 2,Rowington Ruse,WIN,22/09/2026 19:49,LAY,1,4,100,FALSE
Daily Strategy 2,Decent Jeff,WIN,22/09/2026 19:49,LAY,1,4,100,FALSE
Daily Strategy 2,Jacktavern Susie,WIN,22/09/2026 20:07,LAY,1,4,100,FALSE
Daily Strategy 2,Charter Billy,WIN,22/09/2026 20:24,LAY,1,4,100,FALSE
Daily Strategy 2,Dromtrasna Swift,WIN,22/09/2026 20:59,LAY,1,4,100,FALSE
Daily Strategy 2,Zebedee Dublin,WIN,22/09/2026 20:59,LAY,1,4,100,FALSE
Daily Strategy 2,Plaza Bruno,WIN,22/09/2026 20:59,LAY,1,4,100,FALSE
Daily Strategy 2,Dunquin Aidan,WIN,22/09/2026 21:16,LAY,1,4,100,FALSE
Daily Strategy 2,Afan Louie,WIN,22/09/2026 13:49,LAY,1,4,100,FALSE
Daily Strategy 2,Roseberry Beanri,WIN,22/09/2026 13:49,LAY,1,4,100,FALSE
Daily Strategy 2,Crokers Emily,WIN,22/09/2026 14:08,LAY,1,4,100,FALSE
Daily Strategy 2,Taylors Magic,WIN,22/09/2026 14:26,LAY,1,4,100,FALSE
Daily Strategy 2,Home Grainne,WIN,22/09/2026 14:44,LAY,1,4,100,FALSE
Daily Strategy 2,Not To Worrie,WIN,22/09/2026 14:44,LAY,1,4,100,FALSE
Daily Strategy 2,Baggios Spice,WIN,22/09/2026 15:22,LAY,1,4,100,FALSE
Daily Strategy 2,Fagans Bam Bam,WIN,22/09/2026 15:22,LAY,1,4,100,FALSE
Daily Strategy 2,Lady Fern,WIN,22/09/2026 16:37,LAY,1,4,100,FALSE
Daily Strategy 2,Enchanted Blaze,WIN,22/09/2026 17:46,LAY,1,4,100,FALSE
