date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-09,Doncaster,14:33,2,Cockneys Elsa,"UK LAY Doncaster Trap 2,6",6,120,275m,D3,1,1,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-09,Harlow,10:32,2,Mykindaguy,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-09,Harlow,10:48,2,Rathbally Anna,"UK LAY Harlow Trap 2,4",12,100,238m,D5,3,5,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-09,Harlow,10:48,4,Brindle Bomber,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-09,Harlow,11:21,2,Old Bed Forrest,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,2,9/2,5.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-09,Harlow,11:54,4,Lemon Beaufort,"UK LAY Harlow Trap 2,4",12,100,238m,D4,2,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-09,Harlow,12:29,4,Tiermana Sally,"UK LAY Harlow Trap 2,4",12,100,415m,A7,3,3,4/1,5.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-09,Harlow,13:19,4,Oppo,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-09,Harlow,13:54,2,Moaning Thelma,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,6/5,2.2,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-09,Harlow,13:54,4,Rathmeehan Judi,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
