Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy 2,Five Alley Skye,WIN,07/09/2026 14:54,LAY,1,10,110,FALSE
Daily Strategy 2,Stophers Dorito,WIN,07/09/2026 15:51,LAY,1,10,110,FALSE
Daily Strategy 2,Knockroe Lucy,WIN,07/09/2026 17:24,LAY,1,10,110,FALSE
Daily Strategy 2,Bucks Queen,WIN,07/09/2026 18:02,LAY,1,10,110,FALSE
Daily Strategy 2,Ballymac Ivanna,WIN,07/09/2026 15:03,LAY,1,6,120,FALSE
Daily Strategy 2,Mahomes,WIN,07/09/2026 16:56,LAY,1,6,120,FALSE
Daily Strategy 2,Day Tripper,WIN,07/09/2026 10:32,LAY,1,12,100,FALSE
Daily Strategy 2,Skinny Pete,WIN,07/09/2026 10:32,LAY,1,12,100,FALSE
Daily Strategy 2,Dellser Nidge,WIN,07/09/2026 11:21,LAY,1,12,100,FALSE
Daily Strategy 2,Headford Cooper,WIN,07/09/2026 11:54,LAY,1,12,100,FALSE
Daily Strategy 2,Cofam Princess,WIN,07/09/2026 11:54,LAY,1,12,100,FALSE
Daily Strategy 2,Shesgoodcompany,WIN,07/09/2026 12:29,LAY,1,12,100,FALSE
Daily Strategy 2,Foxrock Buddy,WIN,07/09/2026 13:03,LAY,1,12,100,FALSE
Daily Strategy 2,Foxrock Bell,WIN,07/09/2026 13:19,LAY,1,12,100,FALSE
Daily Strategy 2,Classic Cindy,WIN,07/09/2026 13:54,LAY,1,12,100,FALSE
Daily Strategy 2,Tasmanian Devil,WIN,07/09/2026 19:04,LAY,1,12,100,FALSE
Daily Strategy 2,City Boss,WIN,07/09/2026 19:04,LAY,1,12,100,FALSE
Daily Strategy 2,Cabriol Maggie,WIN,07/09/2026 20:34,LAY,1,12,100,FALSE
Daily Strategy 2,Pro Flo,WIN,07/09/2026 20:34,LAY,1,12,100,FALSE
Daily Strategy 2,Tommys Handful,WIN,07/09/2026 20:52,LAY,1,12,100,FALSE
Daily Strategy 2,Mabels Ribbons,WIN,07/09/2026 21:26,LAY,1,12,100,FALSE
Daily Strategy 2,Cazzers Bassey,WIN,07/09/2026 14:23,LAY,1,4,100,FALSE
Daily Strategy 2,Pennylane Ya Ya,WIN,07/09/2026 14:41,LAY,1,4,100,FALSE
Daily Strategy 2,Alien Brat,WIN,07/09/2026 15:01,LAY,1,4,100,FALSE
Daily Strategy 2,Whyaye Dubai,WIN,07/09/2026 15:01,LAY,1,4,100,FALSE
Daily Strategy 2,Do Gooder,WIN,07/09/2026 15:19,LAY,1,4,100,FALSE
Daily Strategy 2,Rushmoor Erney,WIN,07/09/2026 15:57,LAY,1,4,100,FALSE
Daily Strategy 2,Bits And Bobs,WIN,07/09/2026 15:57,LAY,1,4,100,FALSE
Daily Strategy 2,Return Fire,WIN,07/09/2026 16:16,LAY,1,4,100,FALSE
Daily Strategy 2,Newinn Giggles,WIN,07/09/2026 16:34,LAY,1,4,100,FALSE
Daily Strategy 2,Youre Gone,WIN,07/09/2026 16:53,LAY,1,4,100,FALSE
Daily Strategy 2,Aero Stormrage,WIN,07/09/2026 17:12,LAY,1,4,100,FALSE
Daily Strategy 2,Ballymac Bardo,WIN,07/09/2026 17:12,LAY,1,4,100,FALSE
Daily Strategy 2,Yama Darlin,WIN,07/09/2026 17:31,LAY,1,4,100,FALSE
Daily Strategy 2,Roanna Ash,WIN,07/09/2026 20:01,LAY,1,1.01,100,FALSE
Daily Strategy 2,Linton Lucy,WIN,07/09/2026 14:29,LAY,1,9,100,FALSE
Daily Strategy 2,Level Dubai,WIN,07/09/2026 16:03,LAY,1,9,100,FALSE
Daily Strategy 2,Foulkscourtstorm,WIN,07/09/2026 18:08,LAY,1,4,100,FALSE
Daily Strategy 2,Antigua Burn,WIN,07/09/2026 18:26,LAY,1,4,100,FALSE
Daily Strategy 2,Essex Abbie,WIN,07/09/2026 18:26,LAY,1,4,100,FALSE
Daily Strategy 2,Twominutes Ellie,WIN,07/09/2026 18:59,LAY,1,4,100,FALSE
Daily Strategy 2,Moredramakirstie,WIN,07/09/2026 18:59,LAY,1,4,100,FALSE
Daily Strategy 2,Arrigle Blue,WIN,07/09/2026 19:16,LAY,1,4,100,FALSE
Daily Strategy 2,Dublin Jimmy,WIN,07/09/2026 19:16,LAY,1,4,100,FALSE
Daily Strategy 2,Hitthelids Mateo,WIN,07/09/2026 20:41,LAY,1,4,100,FALSE
Daily Strategy 2,Salacres Frankie,WIN,07/09/2026 20:59,LAY,1,4,100,FALSE
Daily Strategy 2,Fifis Lad,WIN,07/09/2026 20:59,LAY,1,4,100,FALSE
Daily Strategy 2,Charter Billy,WIN,07/09/2026 21:16,LAY,1,4,100,FALSE
Daily Strategy 2,Rowington Ruse,WIN,07/09/2026 21:16,LAY,1,4,100,FALSE
