date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-08-20,Central Park,15:01,3,Speedy Uso,"UK LAY Central Park Trap 3,4",10,110,277m,D2,1,2,4/1,5.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-20,Central Park,16:16,3,Footfield Betsy,"UK LAY Central Park Trap 3,4",10,110,277m,D4,1,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-20,Central Park,16:53,3,Super Trick,"UK LAY Central Park Trap 3,4",10,110,277m,D2,OUTSIDE_TOP3,2,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 2, 7/2; decimal 4.50)"
2026-08-20,Central Park,16:53,4,Millbank Jasmine,"UK LAY Central Park Trap 3,4",10,110,277m,D2,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-20,Kinsley,11:14,5,Madam Tiger,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,2,1,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-20,Kinsley,11:14,6,Scullys Eddie,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,3,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-20,Kinsley,11:30,5,Grumpy Pip,"UK LAY Kinsley Trap 5,6",4,100,462m,A4,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-20,Kinsley,11:46,5,Hazelgrove Raven,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-20,Kinsley,11:46,6,Swift Paulina,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-20,Kinsley,12:03,5,Rockstar Kenny,"UK LAY Kinsley Trap 5,6",4,100,462m,A8,3,5,13/2,7.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
