date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-08-21,Central Park,11:09,4,Vicious Amanda,"UK LAY Central Park Trap 3,4",10,110,277m,D2,2,2,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Central Park,11:43,4,Hollyoak Ethel,"UK LAY Central Park Trap 3,4",10,110,491m,A5,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Central Park,12:18,4,Swift Bree,"UK LAY Central Park Trap 3,4",10,110,491m,A1,3,4,11/2,6.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Central Park,12:34,3,Woodys Womble,"UK LAY Central Park Trap 3,4",10,110,277m,D4,1,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Central Park,12:34,4,Swift Vibration,"UK LAY Central Park Trap 3,4",10,110,277m,D4,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Central Park,13:26,3,Rocket Megzy,"UK LAY Central Park Trap 3,4",10,110,491m,A3,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Central Park,13:26,4,Beach Body,"UK LAY Central Park Trap 3,4",10,110,491m,A3,3,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Central Park,14:14,4,Silver Medal,"UK LAY Central Park Trap 3,4",10,110,277m,D3,1,1,11/8,2.375,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Harlow,10:48,2,Mykindaguy,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Harlow,11:38,2,Rhombus Lass,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Harlow,12:12,4,Rathbally Bolger,"UK LAY Harlow Trap 2,4",12,100,238m,D5,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Harlow,12:29,4,Minnies Daria,"UK LAY Harlow Trap 2,4",12,100,415m,A6,OUTSIDE_TOP3,3,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 7/2; decimal 4.50)"
2026-08-21,Harlow,13:19,2,Old Bed Forrest,"UK LAY Harlow Trap 2,4",12,100,238m,D5,2,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Harlow,13:19,4,Jamaica Smiles,"UK LAY Harlow Trap 2,4",12,100,238m,D5,3,1,11/5,3.2,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Harlow,13:37,2,Gainstown Sky,"UK LAY Harlow Trap 2,4",12,100,238m,D5,3,4,13/2,7.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Harlow,13:37,4,Traptoline Elena,"UK LAY Harlow Trap 2,4",12,100,238m,D5,OUTSIDE_TOP3,3,9/2,5.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 9/2; decimal 5.50)"
2026-08-21,Harlow,13:54,4,Oppo,"UK LAY Harlow Trap 2,4",12,100,415m,A7,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Harlow,19:42,4,Jura Go Bucko,"UK LAY Harlow Trap 2,4",12,100,238m,D4,2,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Harlow,19:58,2,Joyces Sadie,"UK LAY Harlow Trap 2,4",12,100,415m,A7,1,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Harlow,19:58,4,Estefans Tune,"UK LAY Harlow Trap 2,4",12,100,415m,A7,3,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Kinsley,14:29,5,Glenvale Jolly,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,3,4,11/2,6.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Kinsley,14:29,6,Crystal Dakota,"UK LAY Kinsley Trap 5,6",4,100,268m,D4,OUTSIDE_TOP3,3,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 7/2; decimal 4.50)"
2026-08-21,Kinsley,14:48,6,Killieford Kayla,"UK LAY Kinsley Trap 5,6",4,100,462m,A4,3,3,9/2,5.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Kinsley,16:41,6,Da Maureens Star,"UK LAY Kinsley Trap 5,6",4,100,462m,A5,3,2,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Kinsley,17:18,5,Revilo Eagle,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,OUTSIDE_TOP3,3,4/1,5.0,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 4/1; decimal 5.00)"
2026-08-21,Kinsley,17:18,6,Swift Kat,"UK LAY Kinsley Trap 5,6",4,100,462m,A6,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Nottingham,19:08,6,Kanturk Kin,UK LAY Nottingham Trap 6,1.01,100,500m,HP,1,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Nottingham,19:28,6,Lemon Shirley,UK LAY Nottingham Trap 6,1.01,100,500m,HP,3,3,5/1,6.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Nottingham,19:48,6,Roanna Ash,UK LAY Nottingham Trap 6,1.01,100,500m,A4,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Nottingham,20:28,6,Lavender Blue,UK LAY Nottingham Trap 6,1.01,100,500m,A5,1,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Nottingham,21:28,6,Lynnia Max,UK LAY Nottingham Trap 6,1.01,100,500m,A3,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Nottingham,21:48,6,Macash Rose,UK LAY Nottingham Trap 6,1.01,100,500m,A5,1,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Romford,18:33,1,Catunda Harlow,"UK LAY Romford Trap 1,2,6",4,100,400m,A10,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Romford,18:33,6,Cowboy Terry,"UK LAY Romford Trap 1,2,6",4,100,400m,A10,3,3,11/2,6.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Romford,18:53,2,March On Foghorn,"UK LAY Romford Trap 1,2,6",4,100,400m,OR,3,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Romford,19:13,6,Rapido Rosin,"UK LAY Romford Trap 1,2,6",4,100,400m,OR,3,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Romford,20:13,1,Cascabel,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,2,1,5/4,2.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Romford,20:13,2,Zenith Ottoman,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,3,3,11/2,6.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Romford,20:13,6,Mystical Batman,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,1,2,7/4,2.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Romford,21:33,1,Geneva Betsy,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Romford,21:33,6,Bubbly Hogan,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,3,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Romford,22:13,2,Rapido Benny,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,2,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Romford,22:13,6,Drombeg Doro,"UK LAY Romford Trap 1,2,6",4,100,575m,OR,3,3,4/1,5.0,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Sunderland,18:23,4,Kennys Choice,UK LAY Sunderland Trap 4,9,100,450m,A4,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Sunderland,21:03,4,Ballymac Buddy,UK LAY Sunderland Trap 4,9,100,450m,OR3,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Sunderland,21:23,4,Bramble Idris,UK LAY Sunderland Trap 4,9,100,261m,OR3,3,4,7/1,8.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Sunderland,21:43,4,Witton Gucci,UK LAY Sunderland Trap 4,9,100,640m,OR,1,1,1/1,2.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Towcester,14:23,1,Trapstyle Toucan,"UK LAY Towcester Trap 1,5,6",4,100,270m,D2,3,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-08-21,Towcester,15:01,1,Trumpers Derek,"UK LAY Towcester Trap 1,5,6",4,100,500m,A5,1,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Towcester,15:19,1,Ballyquinsheldon,"UK LAY Towcester Trap 1,5,6",4,100,270m,D4,2,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Towcester,15:19,6,Makeit Marnie,"UK LAY Towcester Trap 1,5,6",4,100,270m,D4,1,2,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Towcester,15:38,5,Gurtnacrehy Ohio,"UK LAY Towcester Trap 1,5,6",4,100,500m,A6,2,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Towcester,15:38,6,Stasi,"UK LAY Towcester Trap 1,5,6",4,100,500m,A6,1,1,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Towcester,16:53,5,Confey Story,"UK LAY Towcester Trap 1,5,6",4,100,500m,A8,2,1,6/4,2.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Towcester,17:12,1,Grayroy Duke,"UK LAY Towcester Trap 1,5,6",4,100,270m,D5,OUTSIDE_TOP3,3,13/2,7.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 3, 13/2; decimal 7.50)"
2026-08-21,Towcester,17:12,5,Hitthelids Bono,"UK LAY Towcester Trap 1,5,6",4,100,270m,D5,1,1,4/7,1.5714,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-08-21,Towcester,17:12,6,Essex Abbie,"UK LAY Towcester Trap 1,5,6",4,100,270m,D5,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Towcester,17:31,5,Frankton Poppy,"UK LAY Towcester Trap 1,5,6",4,100,270m,D3,2,1,13/8,2.625,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-08-21,Towcester,17:31,6,Clermount,"UK LAY Towcester Trap 1,5,6",4,100,270m,D3,1,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
