Provider,SelectionName,MarketType,StartTime,BetType,Size,MinPrice,MaxPrice,BSP
Daily Strategy Filter,Hollyoak Cindy,WIN,10/09/2026 14:23,LAY,1,10,110,FALSE
Daily Strategy Filter,King Ringo,WIN,10/09/2026 16:34,LAY,1,10,110,FALSE
Daily Strategy Filter,Nurney Sniper,WIN,10/09/2026 11:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Lucky Lass,WIN,10/09/2026 12:37,LAY,1,4,100,FALSE
Daily Strategy Filter,Grumpy Kevin,WIN,10/09/2026 13:11,LAY,1,4,100,FALSE
Daily Strategy Filter,Pennys Snow,WIN,10/09/2026 18:31,LAY,1,4,100,FALSE
Daily Strategy Filter,Battery Jack,WIN,10/09/2026 19:22,LAY,1,4,100,FALSE
Daily Strategy Filter,Longacres Ella,WIN,10/09/2026 19:22,LAY,1,4,100,FALSE
Daily Strategy Filter,Nametab Orion,WIN,10/09/2026 19:56,LAY,1,4,100,FALSE
Daily Strategy Filter,Aero Dulcie,WIN,10/09/2026 19:56,LAY,1,4,100,FALSE
Daily Strategy Filter,Droopys Melon,WIN,10/09/2026 21:04,LAY,1,4,100,FALSE
Daily Strategy Filter,Longacres Ariel,WIN,10/09/2026 21:04,LAY,1,4,100,FALSE
Daily Strategy Filter,Feora Kate,WIN,10/09/2026 12:31,LAY,1,1.01,100,FALSE
Daily Strategy Filter,Scooby Gdynia,WIN,10/09/2026 15:32,LAY,1,4,100,FALSE
Daily Strategy Filter,Vinegarhill Bell,WIN,10/09/2026 15:32,LAY,1,4,100,FALSE
Daily Strategy Filter,Trapstyle Wee,WIN,10/09/2026 15:32,LAY,1,4,100,FALSE
Daily Strategy Filter,Dreamin Puccini,WIN,10/09/2026 15:51,LAY,1,4,100,FALSE
Daily Strategy Filter,Cashout Mcilroy,WIN,10/09/2026 15:51,LAY,1,4,100,FALSE
Daily Strategy Filter,Catunda Stella,WIN,10/09/2026 16:28,LAY,1,4,100,FALSE
Daily Strategy Filter,Knockard Joe,WIN,10/09/2026 16:28,LAY,1,4,100,FALSE
Daily Strategy Filter,Homebound Blanko,WIN,10/09/2026 16:47,LAY,1,4,100,FALSE
Daily Strategy Filter,Tolpuddleduchess,WIN,10/09/2026 16:47,LAY,1,4,100,FALSE
Daily Strategy Filter,Flickering Belle,WIN,10/09/2026 17:06,LAY,1,4,100,FALSE
Daily Strategy Filter,Hitthelids Paulo,WIN,10/09/2026 17:06,LAY,1,4,100,FALSE
Daily Strategy Filter,Eze,WIN,10/09/2026 17:43,LAY,1,4,100,FALSE
Daily Strategy Filter,Baggios Spice,WIN,10/09/2026 17:34,LAY,1,4,100,FALSE
Daily Strategy Filter,Crokers Music,WIN,10/09/2026 18:11,LAY,1,4,100,FALSE
Daily Strategy Filter,Whisky Elsa,WIN,10/09/2026 18:29,LAY,1,4,100,FALSE
Daily Strategy Filter,Sawpit Seagull,WIN,10/09/2026 18:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Mustang Darwin,WIN,10/09/2026 18:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Constitution,WIN,10/09/2026 18:46,LAY,1,4,100,FALSE
Daily Strategy Filter,Mongys Sydney,WIN,10/09/2026 19:04,LAY,1,4,100,FALSE
Daily Strategy Filter,Hawkfield Blitz,WIN,10/09/2026 19:04,LAY,1,4,100,FALSE
Daily Strategy Filter,Missouri,WIN,10/09/2026 20:16,LAY,1,4,100,FALSE
Daily Strategy Filter,Random Vicky,WIN,10/09/2026 20:34,LAY,1,4,100,FALSE
Daily Strategy Filter,Rollerball,WIN,10/09/2026 20:34,LAY,1,4,100,FALSE
Daily Strategy Filter,Affleck Henbit,WIN,10/09/2026 20:52,LAY,1,4,100,FALSE
Daily Strategy Filter,Inner City,WIN,10/09/2026 21:09,LAY,1,4,100,FALSE
Daily Strategy Filter,Kippagh Epic,WIN,10/09/2026 21:09,LAY,1,4,100,FALSE
Daily Strategy Filter,Glory Goodtime,WIN,10/09/2026 21:26,LAY,1,4,100,FALSE
Daily Strategy Filter,Sudden Bolt,WIN,10/09/2026 21:26,LAY,1,4,100,FALSE
