date,track,race_time,runner_number,dog_name,strategy,StrategyMinPrice,StrategyMaxPrice,Distance,Grade,AnalystVerdictPosition,ForecastRank,ForecastFractional,ForecastDecimal,ForecastState,Status,ExclusionCategory,Reason
2026-09-10,Central Park,14:23,3,Montana Jazz,"UK LAY Central Park Trap 3,4",10,110,277m,D2,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Central Park,15:57,3,Montana Faithful,"UK LAY Central Park Trap 3,4",10,110,491m,A5,3,3,7/2,4.5,BOUNDARY_TIE,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Central Park,15:57,4,Havana Shirlie,"UK LAY Central Park Trap 3,4",10,110,491m,A5,2,5,11/2,6.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Central Park,16:34,4,Hollyoak Lisa,"UK LAY Central Park Trap 3,4",10,110,491m,A3,2,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Kinsley,11:46,5,Knotmor Ace,"UK LAY Kinsley Trap 5,6",4,100,268m,D2,1,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Kinsley,12:37,6,Ferndale Gin,"UK LAY Kinsley Trap 5,6",4,100,268m,HP,3,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Kinsley,13:11,6,Da Man Joey,"UK LAY Kinsley Trap 5,6",4,100,462m,HP,2,1,11/10,2.1,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Monmore,18:31,2,Confident Ruby,"UK LAY Monmore Trap 2,5,6",4,100,480m,A8,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Monmore,18:31,5,Kurious George,"UK LAY Monmore Trap 2,5,6",4,100,480m,A8,3,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Monmore,19:22,6,Hard Copy,"UK LAY Monmore Trap 2,5,6",4,100,480m,A4,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Monmore,19:56,6,Aero Storm,"UK LAY Monmore Trap 2,5,6",4,100,480m,A5,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Monmore,21:04,2,Union Finale,"UK LAY Monmore Trap 2,5,6",4,100,480m,A4,1,1,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Nottingham,11:41,6,Westfield Betty,UK LAY Nottingham Trap 6,1.01,100,305m,D5,1,1,5/4,2.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Nottingham,13:06,6,Stradbally Anne,UK LAY Nottingham Trap 6,1.01,100,500m,A7,1,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Nottingham,13:21,6,Loco Les,UK LAY Nottingham Trap 6,1.01,100,500m,HP,3,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Nottingham,13:36,6,Lemon Shirley,UK LAY Nottingham Trap 6,1.01,100,500m,HP,2,1,13/8,2.625,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Nottingham,13:52,6,Sporting Fingers,UK LAY Nottingham Trap 6,1.01,100,500m,HP,3,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Towcester,15:13,1,Trapstylebashful,"UK LAY Towcester Trap 1,5,6",4,100,500m,A6,2,1,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Towcester,15:13,5,Gurtnacrehy Ohio,"UK LAY Towcester Trap 1,5,6",4,100,500m,A6,3,4,5/1,6.0,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Towcester,15:13,6,Essex Abz,"UK LAY Towcester Trap 1,5,6",4,100,500m,A6,1,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Towcester,15:51,1,Swift Aim,"UK LAY Towcester Trap 1,5,6",4,100,270m,D3,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Towcester,16:09,1,Hitthelids Miley,"UK LAY Towcester Trap 1,5,6",4,100,460m,B4,3,2,100/30,4.3333,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Towcester,16:09,5,Rapido Aria,"UK LAY Towcester Trap 1,5,6",4,100,460m,B4,2,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Towcester,16:09,6,Clermount,"UK LAY Towcester Trap 1,5,6",4,100,460m,B4,1,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Towcester,16:28,1,Trumpers Derek,"UK LAY Towcester Trap 1,5,6",4,100,500m,A5,1,1,9/4,3.25,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Towcester,16:47,1,Ballymac Kenzie,"UK LAY Towcester Trap 1,5,6",4,100,270m,D4,OUTSIDE_TOP3,1,9/4,3.25,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 1, 9/4; decimal 3.25)"
2026-09-10,Towcester,17:06,5,Ashway Marshy,"UK LAY Towcester Trap 1,5,6",4,100,500m,A4,1,1,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Towcester,17:43,1,Dereks Champ,"UK LAY Towcester Trap 1,5,6",4,100,460m,B2,1,1,2/1,3.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Towcester,17:43,6,Ballymac Genius,"UK LAY Towcester Trap 1,5,6",4,100,460m,B2,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,17:34,3,Baggios Gizmo,"UK LAY Valley Trap 1,3,4",4,100,260m,D4,2,2,11/4,3.75,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Valley,17:34,4,Breffni Tina,"UK LAY Valley Trap 1,3,4",4,100,260m,D4,3,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,18:11,3,A Touch Of Class,"UK LAY Valley Trap 1,3,4",4,100,460m,A6,2,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Valley,18:11,4,Crokers Grayson,"UK LAY Valley Trap 1,3,4",4,100,460m,A6,1,1,15/8,2.875,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Valley,18:29,1,Magical Hawk,"UK LAY Valley Trap 1,3,4",4,100,460m,OR,2,5,11/2,6.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Valley,18:29,3,Quivers View,"UK LAY Valley Trap 1,3,4",4,100,460m,OR,3,3,4/1,5.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,19:04,4,Ashway June,"UK LAY Valley Trap 1,3,4",4,100,645m,OR,2,2,5/2,3.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Valley,19:42,1,Baggios Bliss,"UK LAY Valley Trap 1,3,4",4,100,260m,OR,3,4,13/2,7.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,19:42,3,Ashway Misty,"UK LAY Valley Trap 1,3,4",4,100,260m,OR,2,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #2
2026-09-10,Valley,19:42,4,Clonlost Dexter,"UK LAY Valley Trap 1,3,4",4,100,260m,OR,1,1,13/8,2.625,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Valley,20:16,1,Burkos Bonnie,"UK LAY Valley Trap 1,3,4",4,100,260m,D5,3,4,9/2,5.5,OUTSIDE_TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,20:16,3,Roseberry Beanri,"UK LAY Valley Trap 1,3,4",4,100,260m,D5,OUTSIDE_TOP3,2,7/2,4.5,TOP3,EXCLUDED,FORECAST_TOP3,"Timeform Betting Forecast top 3 (rank 2, 7/2; decimal 4.50)"
2026-09-10,Valley,20:34,4,Foulkscourt Bono,"UK LAY Valley Trap 1,3,4",4,100,260m,OR,1,1,1/1,2.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Valley,20:52,3,Nitro Nova,"UK LAY Valley Trap 1,3,4",4,100,460m,A4,1,2,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #1
2026-09-10,Valley,20:52,4,Marinas Malta,"UK LAY Valley Trap 1,3,4",4,100,460m,A4,3,3,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,21:09,1,Shunters Peace,"UK LAY Valley Trap 1,3,4",4,100,260m,D3,3,3,3/1,4.0,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
2026-09-10,Valley,21:26,1,Quare Surprise,"UK LAY Valley Trap 1,3,4",4,100,460m,A5,3,2,7/2,4.5,TOP3,EXCLUDED,ANALYST_TOP3,Timeform Analyst Verdict #3
